"","x"
"1",0.0378616679388558
"2",0.0232465846855593
"3",0.0427348939655662
"4",0.042004499627663
"5",0.0523088596357482
"6",0.0371488521566692
"7",0.0389534476992033
"8",0.0358962783348447
"9",0.0455525553584483
"10",0.0529663260936806
"11",0.0234476129289426
"12",0.0324792813864302
"13",0.046237363842786
"14",0.0249908838769228
"15",0.0176276893635034
"16",0.049759857536554
"17",0.0199507544251342
"18",0.0378379578048453
"19",0.0105062494522058
"20",0.0371230576172336
"21",0.062801759326355
"22",0.0238462157947252
"23",0.0313690715259633
"24",0.0587908259955547
"25",0.0459648709008403
"26",0.0478299401207456
"27",0.0580082341321522
"28",0.0328949275346662
"29",0.037364875763109
"30",0.0258428086315971
"31",0.0414339457501585
"32",0.0505789648459913
"33",0.0290613659021347
"34",0.0295434242891122
"35",0.0378705129687197
"36",0.0581169283507433
"37",0.0402800848074945
"38",0.0498509705061612
"39",0.0287915638186068
"40",0.0219146896692613
"41",0.0348098603433295
"42",0.0279553483517407
"43",0.023262779191323
"44",0.0534769374414256
"45",0.0462914998732928
"46",0.0237425613348477
"47",0.0190567237440492
"48",0.0360316955233126
"49",0.0201526732699837
"50",0.0290352329689697
"51",0.0413528574042925
"52",0.049370900598218
"53",0.0390456637311952
"54",0.0805166374329666
"55",0.0367925185167849
"56",0.0273090251174801
"57",0.0278197336608436
"58",0.0254775843173575
"59",0.0494299243050883
"60",0.0339530403269076
"61",0.0260326052151603
"62",0.0656399779608078
"63",0.0313302608204125
"64",0.0263072382821544
"65",0.0435018877215375
"66",0.0276335752107476
"67",0.0821507262333441
"68",0.0232939374769214
"69",0.0293345132536299
"70",0.0186064563690012
"71",0.024557457726397
"72",0.0433657412751416
"73",0.0723555827087666
"74",0.0320539898051683
"75",0.0458636204999185
"76",0.0366486901759076
"77",0.0469704937375146
"78",0.0435317312311197
"79",0.0147381491556307
"80",0.0237986768093898
"81",0.0578345594629407
"82",0.0299523147501396
"83",0.0455571721121432
"84",0.0275004698134414
"85",0.0283806320330781
"86",0.0294068275455579
"87",0.0527770854752536
"88",0.0219898291350057
"89",0.0740452969843113
"90",0.0362927855211419
"91",0.0404336209048297
"92",0.0144580406502492
"93",0.0246715780850154
"94",0.0347220865967322
"95",0.032434645357069
"96",0.109154132756015
"97",0.0339932025049835
"98",0.0206818678070276
"99",0.0321310984330874
"100",0.047968918760776
"101",0.028520995425821
"102",0.0356830620463173
"103",0.027380738769793
"104",0.0746860895686818
"105",0.0506637092256138
"106",0.02631478729096
"107",0.0420802643752103
"108",0.0359489598542374
"109",0.0428388675767605
"110",0.0353179381960458
"111",0.0261904271508809
"112",0.0566095744746832
"113",0.0763846646567725
"114",0.0778058235059666
"115",0.121414107507704
"116",0.0460997956022173
"117",0.0454670620425369
"118",0.0358802262549369
"119",0.0259995297061192
"120",0.0356751419978973
