"","x"
"1",0.0571056791389342
"2",0.0359511527721966
"3",0.0277534956392177
"4",0.0457985175684683
"5",0.0694383970623589
"6",0.0219948622849338
"7",0.0532986075909856
"8",0.0791408681073631
"9",0.0582917772888065
"10",0.0425662175798815
"11",0.0420939725063998
"12",0.068357520304943
"13",0.0546295546492134
"14",0.0316782736439506
"15",0.0670447287805304
"16",0.0253482676458212
"17",0.0223822474358131
"18",0.0783849861819627
"19",0.0670207172195777
"20",0.0486693574988508
"21",0.0221106600928811
"22",0.0552636161378812
"23",0.0616900248035037
"24",0.0927354134343287
"25",0.0318672699905702
"26",0.0512963723255755
"27",0.0258627905539803
"28",0.0228630520898887
"29",0.0394405917248775
"30",0.046470985591178
"31",0.0316088651833383
"32",0.0502455677311205
"33",0.044988774414933
"34",0.029487773323622
"35",0.0246114670060408
"36",0.0932805828990464
"37",0.0222281879744177
"38",0.0494135735426836
"39",0.0246260337367881
"40",0.0458960658561972
"41",0.034829226886787
"42",0.0254909509437972
"43",0.0483123126872589
"44",0.0586239871988812
"45",0.0167434024278339
"46",0.0387465779386763
"47",0.0281742832549311
"48",0.0289221831042222
"49",0.0157333267356354
"50",0.0431366098520774
"51",0.0475362806860685
"52",0.0568805337718575
"53",0.0226203684509895
"54",0.090671518372346
"55",0.0346068494893338
"56",0.0300352496824378
"57",0.0259560406087208
"58",0.0378545436982053
"59",0.0457977929067532
"60",0.025997730811673
"61",0.0471830767758763
"62",0.0380468911636002
"63",0.0452272605121391
"64",0.0318036751948353
"65",0.0302879280851126
"66",0.021380066663368
"67",0.0399302576503726
"68",0.0359278343604924
"69",0.0473043769496934
"70",0.0325889005175788
"71",0.0319730546684779
"72",0.0352555531832578
"73",0.0267242485917836
"74",0.0180349433008521
"75",0.0289312249136598
"76",0.0277843886958101
"77",0.0406345586231223
"78",0.0345140072482135
"79",0.0322240822463572
"80",0.0341083070465174
"81",0.0304520650097699
"82",0.026920333713702
"83",0.0352493620346886
"84",0.0400294566339299
"85",0.0262241653698777
"86",0.0213269710229401
"87",0.0208578791633867
"88",0.0276764171938741
"89",0.0245559860236048
"90",0.0265448900211614
"91",0.0451111420854378
"92",0.0315791923991993
"93",0.0384096217606876
"94",0.0690113969516049
"95",0.0608937151718541
"96",0.0320019971341476
"97",0.0332345768982477
"98",0.0352896770156437
"99",0.0595606516208132
"100",0.0298064773423221
"101",0.0419545040343179
"102",0.0595697128867817
"103",0.0527847202205002
"104",0.0331947064389954
"105",0.0388238888559523
"106",0.0430885207530558
"107",0.0248291220276166
"108",0.0346067723335587
"109",0.0241400077877015
"110",0.031780570140285
"111",0.0206981879757298
"112",0.0405209352093381
"113",0.0239468644337412
"114",0.0502785085350799
"115",0.0377645053259668
"116",0.0491675847161374
"117",0.0536342528488348
"118",0.0355431918279407
"119",0.0627604067660025
"120",0.0392017776722236
"121",0.0470107893722348
"122",0.0290132533452033
"123",0.0650677722101841
"124",0.0922329424358627
"125",0.0356580285388722
"126",0.0290294418407459
"127",0.0392537401163877
"128",0.0624470320394156
"129",0.0344926678872226
"130",0.0459840209285705
"131",0.0227670134925755
"132",0.0293321041690992
"133",0.0334922281911177
"134",0.0458854977562999
"135",0.0566093409735389
"136",0.0694774809560842
"137",0.0323624759547596
"138",0.0197809266847857
"139",0.0126486267046909
"140",0.0546798121226868
"141",0.0243931173206216
"142",0.0505801126900423
"143",0.059577357055432
"144",0.0321165605341469
"145",0.0301406408328836
"146",0.0585404216665134
"147",0.0219654915847631
"148",0.0339418750479526
"149",0.0208048488450968
"150",0.0453870677361218
"151",0.0363141104637581
"152",0.0267970391340122
"153",0.0231446849491705
"154",0.0202527008404956
"155",0.0425324003259216
"156",0.0406637673897986
"157",0.02088618838298
"158",0.0706286841759643
"159",0.0241311566939771
"160",0.0568797956901097
"161",0.0275519539859402
"162",0.0404997369883712
"163",0.0490068005243514
"164",0.0613190394246427
"165",0.0229619896768844
"166",0.0233664380280169
"167",0.0424398855915107
"168",0.046509296589205
"169",0.0533587737084772
"170",0.0399235204923627
"171",0.0331045348477684
"172",0.0444373059781526
"173",0.0266326629230071
"174",0.0416058975198732
"175",0.0388772158871402
