"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48"
"2011",2.79648976849491,2.86860573084097,1.80154361907018,2.18658336277161,1.85180054747084,0.696029919321262,0.577729834977992,-2.2503649237543,1.20203978774007,1.42651530183561,0.977332169137764,0.519912212643688,0.167877232472976,0.175362155347869,0.139614197126393,0.153031298956191,0.175982721084188,0.17559693921276,0.144566314021226,0.153118378306153,0.0425679172398745,0.0521258433288551,0.0142496956391649,0.0328581604934127,2.46745039284788,3.12552914414194,2.52489590635915,3.21231555532279,1.52789979270245,2.07518744543791,1.88664201681748,2.48652470872575,1.50687441414583,2.19672668079585,0.351859918464253,1.04019992017827,0.294379859496389,0.861079810459596,-2.55047694523436,-1.95025290227424,1.12143635418728,1.28843660713794,1.32792142306394,1.53242945781828,0.949402765685001,1.00526157259053,0.4555102180766,0.584314207210777
"2012",2.71064359461373,2.57793771232757,1.98835321423127,1.96113420345333,2.02415146586663,1.08921229823975,0.320249655766758,-2.22118073704289,1.10258325065428,1.39079449624506,0.981483154908316,0.444668950197924,0.15063188951931,0.148604551958526,0.110154367248698,0.118288547431339,0.178949315790031,0.172236293000081,0.123536533771793,0.139075068705336,0.0354219752718838,0.0568676086506919,0.00906325092976025,0.0302667842113367,2.41540509115589,3.00588209807158,2.28667279048886,2.86920263416628,1.77245065442382,2.20425577403871,1.72928865048791,2.19297975641875,1.67341080691817,2.37489212481509,0.75162916395959,1.42679543251991,0.0781180495740432,0.562381261959473,-2.49376787170535,-1.94859360238043,1.03529684311574,1.17424276207076,1.28368333605122,1.50684306359834,0.963719183085985,0.999247126730646,0.385346053143704,0.503991847252144
"2013",2.9294694685098,2.6600666102747,1.79520763002594,2.1318626988744,1.70149507891449,1.04181574172872,0.605743724217646,-2.51732907935476,1.10193288836742,1.52891918781171,0.985036005916649,0.404571722964404,0.162115218423719,0.158511485169619,0.124542755778374,0.135324408776112,0.190787328608369,0.18125135362208,0.149890607982654,0.168651810631808,0.0387768290056894,0.0591524287260293,0.0105545525625237,0.0300294515170737,2.61172364039931,3.24721529662029,2.34938409934224,2.97074912120715,1.55110382870032,2.03931143135155,1.86662685767322,2.39709854007558,1.32755191484208,2.07543824298689,0.686563088629439,1.39706839482799,0.311958132571644,0.899529315863649,-2.84788662819311,-2.18677153051642,1.02849209671526,1.18061781353866,1.41726723833027,1.64936704923259,0.964349082894102,1.00572292893919,0.34571399799094,0.463429447937869
"2014",2.71767747805526,2.50018497388692,2.05996443296164,1.91093410215235,2.00004684674011,1.126003932436,0.258726693119404,-1.99227936841784,1.13551309804381,1.38185837593686,0.982528472644256,0.491776133044733,0.149291332952341,0.146944514979997,0.110420567151725,0.117396142197301,0.170361850786384,0.156060608911739,0.114322946018695,0.126732245109568,0.0422379658257648,0.0488251527827598,0.0108361195227139,0.0353492617982652,2.42506646546867,3.01028849064185,2.21217372452613,2.78819622324771,1.84354012134426,2.27638874457902,1.68083766344564,2.14103054085906,1.6661376191988,2.33395607428143,0.82012513896899,1.43188272590301,0.0346537189227615,0.482799667316046,-2.24067456883259,-1.74388416800309,1.05567250083957,1.22139204611621,1.28939953374005,1.48094715499704,0.961289678379737,1.00376726690878,0.422491579920133,0.561060686169332
"2015",2.5658648312185,2.9058705015056,1.58564330008676,2.43957616333065,2.00849104773588,0.673666401240253,0.806942583828672,-2.57741975837478,1.09578765980639,1.47059049173129,0.96453281556471,0.439085316233646,0.17544125909536,0.20566962205305,0.163895665023232,0.173581022417066,0.202230828612728,0.223471188045957,0.178230680018095,0.188479414954604,0.0365989481292181,0.0555127512508092,0.00975033499282942,0.034527182746044,2.2219999633916,2.90972969904541,2.50275804228163,3.30898296072958,1.26440779664123,1.9068788035323,2.0993573593932,2.7797949672681,1.61211862365493,2.40486347181683,0.235662872670177,1.11166992981033,0.457610450993205,1.15627471666414,-2.9468394116858,-2.20800010506376,1.0263512859359,1.16992165532198,1.36571313282987,1.58352170919622,0.945422158978765,0.983643472150656,0.3714120380514,0.506758594415892
"2016",2.80168886274574,2.84225225562353,1.85027230740849,2.09791427655952,1.85762848073979,0.753681785598064,0.434689080718518,-2.1769516528368,1.12846329078681,1.33478085948843,0.986731629567415,0.519642918576998,0.161570646342541,0.163174064344256,0.124098879674632,0.132678680694581,0.170486335623022,0.167361090137065,0.129863141481627,0.140857497426293,0.0430827107914817,0.0528400997439288,0.00915512174300354,0.0308251018219118,2.48501039591436,3.11836732957713,2.52243108950878,3.16207342173827,1.60703850324621,2.09350611157077,1.83786406239815,2.3579644907209,1.52347526291867,2.19178169856091,0.425654048929417,1.08170952226671,0.180157323414528,0.689220838022508,-2.45303234779234,-1.90087095788127,1.04710319746409,1.2161450769489,1.23513023442505,1.44247132261806,0.968787590951128,1.0046756681837,0.459225719006051,0.580060118147945
"2017",2.86412343624794,2.74958580004106,1.97302929667298,2.09219015095338,1.8566610586247,0.973823410911234,0.364059371316805,-2.15894039107798,1.13507334086304,1.42090825564069,0.971713784451176,0.484439002971512,0.17029582037531,0.174216688862293,0.128369549934219,0.135424084831115,0.180257930702381,0.178098326753965,0.132426890830981,0.142827862756868,0.0401352326801147,0.0550362513728009,0.0111534006420055,0.0295412284002073,2.53034362831233,3.19790324418354,2.40812108987097,3.09105051021116,1.72142497880191,2.22463361454405,1.8267589446844,2.35762135722236,1.50335551444803,2.20996660280137,0.624750690473462,1.32289613134901,0.104502665288083,0.623616077345527,-2.43888300208144,-1.87899778007452,1.05907228826566,1.21652837432641,1.31703014480025,1.53297954410458,0.949853119192846,0.993574449709507,0.426538195307106,0.542339810635918
"2018",2.66613796499567,2.52227068926567,1.72434946266988,2.25089517419343,2.08790681289018,0.951501683684856,0.522649073518706,-2.31797795018711,1.11842734343494,1.40165124962927,0.97843651307097,0.483756092401573,0.159372404119209,0.162071017560319,0.13445960193796,0.142557281160187,0.176924029504432,0.170759901570003,0.141238906009974,0.151872753642819,0.038841161187677,0.0475606755534758,0.0111138796705205,0.0319902061125359,2.35376805292202,2.97850787706932,2.20461149484745,2.8399298836839,1.46080864287148,1.98789028246828,1.97148290311946,2.5303074452674,1.7411357150615,2.43467791071887,0.61681227660765,1.28619109076206,0.245820817739157,0.799477329298254,-2.61564854732704,-2.02030735304719,1.04483181635085,1.19720676856082,1.31146456578092,1.49803988369098,0.95665330891675,1.00021971722519,0.421055288421003,0.546456896382143
"2019",2.78519690458453,2.53488068347199,1.74423955521575,2.20810335651007,1.97692008732804,1.00408670666595,0.592421524547125,-2.47126811414933,1.09288633947087,1.45635203175869,0.978825958665948,0.468808997209479,0.16759988319428,0.172937615682054,0.133649976902427,0.143225431668894,0.192614486158341,0.188458975791498,0.151510899528513,0.166383232940685,0.0423138736541829,0.0514069945533292,0.0123641319480022,0.0290161339329356,2.45670113352374,3.11369267564532,2.19592295673516,2.87383841020881,1.482285600487,2.00619350994451,1.92738151043904,2.4888252025811,1.59939569445769,2.35444448019839,0.634707114114614,1.37346629921729,0.29546016147124,0.889382887623009,-2.79737925071308,-2.14515697758559,1.01301986013392,1.17904949153133,1.3590007740191,1.56067699221035,0.954592260047863,1.00305965728403,0.411937374700925,0.525680619718033
"2020",2.58946595685406,2.60678741970469,1.89575559445444,2.03607874344738,1.93323532648714,0.947425449386058,0.369843620073766,-2.11802150985501,1.11760783558382,1.40934718675854,0.986640936553575,0.45985236527127,0.154522218104361,0.160684139350253,0.120898291885856,0.132670483908012,0.171368443134693,0.162959949705,0.12791533228923,0.14212741866991,0.0385835778472316,0.054301021701379,0.0106453761525176,0.0372363739132565,2.28660240936951,2.8923295043386,2.29184650657819,2.92172833283118,1.65879494235816,2.13271624655072,1.77604459498767,2.29611289190708,1.59735317794314,2.26911747503114,0.628023947964259,1.26682695080786,0.119129568786875,0.620557671360657,-2.39659125044804,-1.83945176926199,1.04448584926268,1.19584891938946,1.30683655619655,1.51989893717473,0.96577599929464,1.00750587381251,0.386869072401288,0.532835658141253
