"","x"
"1",0.0382225932266952
"2",0.0342720820873424
"3",0.0229814297508433
"4",0.0385314448912994
"5",0.0444931788540649
"6",0.0209635865450989
"7",0.0699742275781594
"8",0.0701260493804216
"9",0.0486428145790432
"10",0.0294274490561203
"11",0.0486044857544473
"12",0.0596631800435004
"13",0.0270825008216546
"14",0.0291731312460046
"15",0.0598459281743483
"16",0.0507651448155062
"17",0.0181988617517042
"18",0.0658837274492748
"19",0.0328141237333383
"20",0.0609098394535155
"21",0.0579769452643411
"22",0.0415943707592299
"23",0.0259820213736245
"24",0.025240565537786
"25",0.0722850717708554
"26",0.0313197167284685
"27",0.0557581597940669
"28",0.0478362982503644
"29",0.0379497014816272
"30",0.0298159021114472
"31",0.0482784027136711
"32",0.0777382413506952
"33",0.0310925439905928
"34",0.0429941089265027
"35",0.0370442338596532
"36",0.0502369001949265
"37",0.0484552903684756
"38",0.0404729177397663
"39",0.0682880705134661
"40",0.0466442095511238
"41",0.026175177315099
"42",0.0240458141033607
"43",0.0825524930424381
"44",0.0177547722364477
"45",0.0421212494138262
"46",0.0516974266196558
"47",0.0419756203290511
"48",0.0332739843138082
"49",0.0456931218459449
"50",0.0408651072292975
"51",0.0476108190618832
"52",0.0465246096744885
"53",0.0293222247655617
"54",0.057816461830329
"55",0.0253671760302654
"56",0.0601970539813065
"57",0.0332157184970973
"58",0.0336104678797358
"59",0.0392839711779668
"60",0.0474254288882842
"61",0.0478675396691573
"62",0.0250823447209138
"63",0.0494337148710773
"64",0.0766072868554905
"65",0.0447690260727458
"66",0.0378862559275426
"67",0.0592743696539369
"68",0.105513716262064
"69",0.0428203843318244
"70",0.0315843269311477
"71",0.0576587188242503
"72",0.0604131506933795
"73",0.0335093171137901
"74",0.0303243514712986
"75",0.0212523031896127
"76",0.0619334612325672
"77",0.0314897280128836
"78",0.0446051087814813
"79",0.038008837814686
"80",0.0340369030035221
"81",0.069306105797043
"82",0.058123564641731
"83",0.0390034724415887
"84",0.0394419253691239
"85",0.035730996446615
"86",0.0267547101623328
"87",0.0267230609196578
"88",0.0766397708085538
"89",0.0214984765484315
"90",0.0358330785129255
"91",0.0696040985842284
"92",0.0620213508562001
"93",0.0384506762488091
"94",0.0779889034719011
"95",0.0305292906783198
"96",0.0623194973292928
"97",0.0242356726759148
"98",0.0791367615610199
"99",0.0474509771382743
"100",0.0335907186245764
"101",0.0362249959724798
"102",0.0501064555398295
"103",0.0267172697218494
"104",0.0274490533466704
"105",0.0548410461897646
"106",0.0747137390308614
"107",0.042473779109848
"108",0.0285123837813048
"109",0.050289928522882
"110",0.030108653679402
"111",0.0509791716841073
"112",0.0475754114338212
"113",0.0262098193347402
"114",0.0591982998892172
"115",0.0209999295939983
"116",0.0584741749794149
"117",0.0443591154389495
"118",0.0317788591666441
"119",0.0558885333565639
"120",0.01883044552916
"121",0.0284321892250937
"122",0.0479534259135942
"123",0.0536262988584844
"124",0.0556614560055794
"125",0.0411862089783017
"126",0.0594692781087782
"127",0.0397746510243041
"128",0.0313923457947217
"129",0.0297666712381548
"130",0.0341424672226905
"131",0.0513370710838507
"132",0.0423530045754085
"133",0.0461639406200289
"134",0.0234654934650074
"135",0.025867275259251
"136",0.029836703725424
"137",0.0379334733681973
"138",0.0411381480308996
"139",0.0621051714781559
"140",0.0228177236507444
"141",0.0395641850503151
"142",0.0246275363539938
"143",0.060738691992614
"144",0.0309611369485154
"145",0.0445278344192621
"146",0.0676933356929417
"147",0.044479793668887
"148",0.0161155586725988
"149",0.0273892406328726
"150",0.0418426671415221
"151",0.0446178074523309
"152",0.0482508571923906
"153",0.0307831174620066
"154",0.0239043559334393
"155",0.0426957833563449
"156",0.0355440470055622
"157",0.0176173880763296
"158",0.0188050567142506
"159",0.0480596588815861
"160",0.0555723811346143
"161",0.0555735768399052
"162",0.0230601106572195
"163",0.0500837068297997
"164",0.0391493968558602
"165",0.0540504321397391
"166",0.0176963113162706
"167",0.0655716793832138
"168",0.0216106060032329
"169",0.0699562636176493
"170",0.0218575101206157
"171",0.066846134521372
"172",0.0361692062097863
"173",0.0348425212585803
"174",0.0226343586424978
"175",0.0189496389360673
"176",0.0503741872071276
"177",0.0385577324213997
"178",0.0639030738565851
"179",0.0360944952133988
"180",0.0499313932872149
"181",0.0321120396857872
"182",0.0626870201830587
"183",0.0345237439138064
"184",0.0393866772442322
"185",0.0376905567992116
"186",0.0260979203052042
"187",0.0790978133773337
"188",0.0406004522489552
"189",0.0257602330106906
"190",0.0278188051230569
"191",0.0371809380441355
"192",0.0305985180749037
"193",0.031362946733917
"194",0.0397310886468835
"195",0.0985248838482292
"196",0.0300230860693422
"197",0.0755817366733184
"198",0.0252871847420755
"199",0.0373910717687738
"200",0.0185659836235041
"201",0.0550789499653274
"202",0.0384060551918365
"203",0.0612893769118595
"204",0.0315243404717651
"205",0.0320992462895314
"206",0.0317340633925119
"207",0.0350444706538755
"208",0.0414637160756877
"209",0.0774984602063264
"210",0.05317202214643
"211",0.0772509804059082
"212",0.0513356640107729
"213",0.0598228920460029
"214",0.0309816077908367
"215",0.0323673253935177
"216",0.0395875570911252
"217",0.0406133703754624
"218",0.0485892275688914
"219",0.0352643637645848
"220",0.0634934302178222
"221",0.0510139124554571
"222",0.0631948979061706
"223",0.0734708420147287
"224",0.0406367426135095
"225",0.0366143576108271
"226",0.0278340360412003
"227",0.0502359228968934
"228",0.0261719112379008
"229",0.0338902176158082
"230",0.0402435583335064
"231",0.111575908460899
"232",0.0509601542482723
"233",0.041688488848701
"234",0.0202842034684174
"235",0.0423752478889743
"236",0.0321638504355297
"237",0.0599197363413888
"238",0.0333897517610915
"239",0.0175933878135692
"240",0.0437191332000531
"241",0.0338650068683816
"242",0.054731137445516
"243",0.0416872412570191
"244",0.0435393167797831
"245",0.0490331892951958
"246",0.0720023879793363
"247",0.0294641492100532
"248",0.040173080183917
"249",0.0333211188709824
"250",0.0483033404042986
"251",0.0302017324150496
"252",0.0544089429774473
"253",0.025067304566793
"254",0.0601747917507457
"255",0.0469332004167332
"256",0.0597613308396919
"257",0.036787170414221
"258",0.0330372051908372
"259",0.0531293238086061
"260",0.022897905397197
"261",0.0312178781032631
"262",0.03881089041084
"263",0.0271659085061511
"264",0.0826027112101275
"265",0.0236766135368805
"266",0.0375190942998793
"267",0.0464651549194426
"268",0.0220252544473974
"269",0.021679546071573
"270",0.0576812859280592
"271",0.0619790301496338
"272",0.0299122522279849
"273",0.0565494862901236
"274",0.0488213394269906
"275",0.0510939217813652
"276",0.0442901080221582
"277",0.0429598872696055
"278",0.0617442588526724
"279",0.0308987801860742
"280",0.0398423939251693
"281",0.030008162178542
"282",0.0393146141936426
"283",0.0641704459130957
"284",0.0361282731479683
"285",0.0527422748567832
"286",0.0360102989301363
"287",0.0234655458170925
"288",0.0584815001864074
"289",0.0370961801975878
"290",0.0624305776896671
"291",0.0406210118645821
"292",0.0573428902101652
"293",0.021679551190033
"294",0.0139982591035263
"295",0.0313844529139164
"296",0.0289091036020669
"297",0.0356657734524772
"298",0.0293879519230623
"299",0.0248950873272927
"300",0.0321980251099031
"301",0.0310143147679805
"302",0.0566041508319911
"303",0.0255670919979329
"304",0.049226995127293
"305",0.026096009923038
"306",0.0202895515444691
"307",0.0254155152983413
"308",0.0460646457011867
"309",0.0259153150052377
"310",0.0214835074141824
"311",0.0364494618084339
"312",0.057115149170013
"313",0.0382201929215323
"314",0.0396254119816337
"315",0.0702963998796158
"316",0.0678812743017124
"317",0.0384502838136979
"318",0.0331308079033071
"319",0.0356746701703235
"320",0.0349542403366892
"321",0.0300710780356475
"322",0.0481106980766782
"323",0.0531099108740916
"324",0.0390329809214569
"325",0.0389038504393291
"326",0.0398902072097638
"327",0.04261165309228
"328",0.038170484638775
"329",0.044553835955981
"330",0.0601139593438364
"331",0.0266700972869743
"332",0.02217473730794
"333",0.015200785962811
"334",0.0210982140705843
"335",0.0374679502291256
"336",0.0528705032392486
"337",0.0579296664147014
"338",0.0998361339446515
"339",0.0182577491299524
"340",0.0226239125459976
"341",0.0484903373083097
"342",0.030073832352151
"343",0.0263792874274697
"344",0.0561317906280261
"345",0.0830343611412398
"346",0.0770037822114509
"347",0.031057557417397
"348",0.0312591103237957
"349",0.0411465103247645
"350",0.0543215217938126
"351",0.050327797678207
"352",0.040767797057395
"353",0.0313495951631317
"354",0.0483627022591489
"355",0.031138737656233
"356",0.0322643397692955
"357",0.0362611084546918
"358",0.0269094965805245
"359",0.0259830772302132
"360",0.0280920009914616
"361",0.0380639825379369
"362",0.0465209816655338
"363",0.0325065884651366
"364",0.0169658580775378
"365",0.0278326546212667
"366",0.0330367071869359
"367",0.0496615645134387
"368",0.0947483673181852
"369",0.0440678137888849
"370",0.053560346376375
"371",0.0272643060527646
"372",0.0790416765129046
"373",0.0308596033192746
"374",0.0334547261553517
"375",0.0440977339414712
"376",0.034935292007492
"377",0.0373293370772462
"378",0.0301739096766147
"379",0.050037204428617
"380",0.0272549012765292
"381",0.0384546098467774
"382",0.11514584310893
"383",0.0781036155195323
"384",0.049103451439411
"385",0.038514021169912
"386",0.0270006278679769
"387",0.0243207246137662
"388",0.0367167506298774
"389",0.0236340820480695
"390",0.0761651071764365
"391",0.0297530945489483
"392",0.0239609641597073
"393",0.0305464186903825
"394",0.0508056350846198
"395",0.0560181164381571
"396",0.045723043046
"397",0.0532245999456196
"398",0.0587435539578949
"399",0.0252788914430539
"400",0.024556162965185
"401",0.0377926801634185
"402",0.0701394259714528
"403",0.0236710750744988
"404",0.0635674672680477
"405",0.0609347398770451
"406",0.06938788381962
"407",0.0368081613792358
"408",0.0363625409773779
"409",0.0468602813402272
"410",0.0342095586138834
"411",0.0418540297691594
"412",0.0560453297545981
"413",0.0370145267587458
"414",0.0505035288381445
"415",0.0401407830473657
"416",0.0413820546370163
"417",0.0324088485714088
"418",0.0348871510868398
"419",0.0662558583654927
"420",0.0358020522610009
"421",0.0243240974270377
"422",0.0246890786565867
"423",0.0344851782126101
"424",0.0436388806596009
"425",0.0345209795158904
"426",0.122547578698925
"427",0.0271145759602106
"428",0.0314710618421035
"429",0.0145321550181873
"430",0.0422356354052535
"431",0.0264156600691504
"432",0.0530610331671823
"433",0.026404444166883
"434",0.0561900926458231
"435",0.0236026193449209
"436",0.0430174474132874
"437",0.0337935277339925
"438",0.0228020270991934
"439",0.0308141888880592
"440",0.0565294315565489
"441",0.0481707801148047
"442",0.0583825829483136
"443",0.030300598566013
"444",0.0363701229258174
"445",0.0645121674251265
"446",0.031328332694601
"447",0.0338802958614933
"448",0.0477117925387751
"449",0.051304424414651
"450",0.0456440138225924
"451",0.05105767169243
"452",0.0670512600826154
"453",0.0626788398577828
"454",0.018666114768002
"455",0.0344077032953764
"456",0.0340660526670642
"457",0.031457397143184
"458",0.038510298645048
"459",0.040818782886241
"460",0.0498363013952665
"461",0.0249689347865192
"462",0.0417995794540244
"463",0.048384325841255
"464",0.071909194633713
"465",0.0422985149420677
"466",0.0377441430141859
"467",0.0334509386148106
"468",0.0308536628537672
"469",0.0635907307186212
"470",0.0246970020670319
"471",0.0290941722202082
"472",0.0331415104595657
"473",0.0350625922974801
"474",0.0414142934597965
"475",0.0200540677340917
"476",0.0495712247399578
"477",0.0325005916350378
"478",0.0352690128892934
"479",0.0649201096850511
"480",0.0501538458660809
"481",0.055490636034351
"482",0.0306229820956802
"483",0.0392602004188429
"484",0.0249430559256003
"485",0.0347069614282574
"486",0.0223445001564715
"487",0.0333660710062106
"488",0.0463232273743819
"489",0.0331623704318021
"490",0.0485020606735805
"491",0.0437707814126619
"492",0.0366502509553707
"493",0.0145335338156043
"494",0.0302890441246482
"495",0.0631643636592678
"496",0.0514404392443176
"497",0.0509045706719803
"498",0.0380897848188043
"499",0.0389340813523411
"500",0.0366353427514288
