"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44"
"1201",0.908333964659428,2.40589643059201,3.28419760511138,4.00621712850778,1.99916842966163,-1.0849027838248,2.08795032575047,2.72349656543597,-0.64007466878788,0.982886044178687,0.514700498019827,0.272421262556208,0.244037948912804,0.233982854939591,0.471924550894923,0.227162306420306,0.13462489924583,0.221622744661937,0.204926334845849,0.228658342000089,0.0420887587419115,0.0704117847252264,0.374388290049261,1.4422796392696,1.92758205072291,2.88421081046111,2.82559120942978,3.74280400079298,3.08124500875373,4.93118924826183,1.55393030907783,2.44440655024543,-1.34876758634662,-0.821037981302969,1.69577735798833,2.57081894758469,2.35005476920419,3.15628113827038,-0.908264367664377,0.000918807353749821,0.90039207704454,1.06538001131283,0.376693399958383,0.652707596081271
"1202",0.931580796965387,1.3187790296575,2.99521457285563,3.05841030498051,2.21634280989594,-1.00472975408706,2.22006726771122,2.92718755440851,-0.157890367339238,1.07364340475404,0.46405404563324,0.272241432422441,0.237375388999859,0.198187498194908,0.487483553367911,0.291307635119878,0.152832863956935,0.17908947273788,0.225226239142754,0.254342222039115,0.0394732182161255,0.0771198602244408,0.397987589417402,1.46517400451337,0.853523267217777,1.78403479209722,2.60676707639361,3.38366206931765,2.1029425403794,4.01387806958161,1.64537984506098,2.7873057747309,-1.30428216744266,-0.705177340731473,1.89539499429182,2.60035437890574,2.51741867011558,3.40365592755801,-0.585294505148169,0.338177864230074,0.996275897050434,1.15101091245765,0.312899119593336,0.615208971673144
"1203",0.701965015457961,1.62898266566382,2.91371785107581,2.99716214545036,2.21640555315749,-0.686733576310119,2.29103699374087,2.7776024224855,-0.328221368077125,1.04157408712004,0.545259158439709,0.278035334042052,0.204001983998735,0.208475444986517,0.525177051364199,0.277442033490674,0.171379744761921,0.211612259002384,0.228374973900879,0.270279151926454,0.0383904135423064,0.0843488011412316,0.157015760735539,1.24691427018038,1.2291387770263,2.02882655430134,2.50510597890223,3.32232972324938,1.96781512477653,4.02650916612419,1.67261916751577,2.76019193879921,-1.02263787604348,-0.350829276576754,1.91165357634554,2.7457121790462,2.36419258719359,3.26330234651294,-0.732703717758963,0.247617567282925,0.96632887657712,1.11681929766296,0.379935508202895,0.710582808676523
"1204",0.654272166094728,2.00051034749225,3.3631456920363,3.00256978302262,1.64653942718664,-0.851423920771656,2.25601529648025,2.38103823767546,-0.324685915396345,0.966082948057039,0.510384842589291,0.30760798938747,0.262160070483114,0.301274145971469,0.426723356911953,0.237769859860259,0.119559544997065,0.249277734543712,0.165586657554749,0.287927455172457,0.0495622187626886,0.0764475840193132,0.0513605068952874,1.25718382529417,1.48667660934534,2.51434408563915,2.77264836593222,3.95364301814038,2.16619200347519,3.83894756257005,1.18051050186053,2.11256835251274,-1.0857606289659,-0.617087212577409,1.81671604606265,2.80154129148776,2.07763578527267,2.72874732398232,-0.747699823453723,0.285780430281035,0.86894099928217,1.06322489683191,0.360547577911437,0.660222107267145
"1205",0.55024048795777,2.18328605928256,3.83259523409503,4.09496807689692,1.56143394695166,-1.00920123623633,2.82767380206745,2.63207446207741,-0.99,0.882260601568573,0.311980990711735,0.297523662036404,0.259605440930856,0.161230922641301,0.420175676463534,0.232545087645964,0.118852748913118,0.225407782363097,0.182223398527315,0.026163359774499,0.0349636789664589,0.0907811410617283,-0.032905889633582,1.13338686554912,1.67445939505808,2.69211272350703,3.51658262571808,4.14860784247198,3.2714237510284,4.91851240276545,1.10564557516557,2.01722231873775,-1.24215262410604,-0.77624984836662,2.4186587677083,3.30585663329209,2.29808890706539,3.01459876187592,-0.99994193654707,-0.069645750687447,0.813731790794313,0.950789412342832,0.134049954230748,0.489912027192723
"1206",0.86801671965878,1.61313588620842,3.10430892865865,4.39153806867029,1.93527583644112,-1.24196065791238,2.47906907897735,2.80793916361465,-0.939518522901559,1.02147942402962,0.504224337251677,0.289888929907372,0.207854098119532,0.171914553916521,0.505829236342663,0.246293388002473,0.1547608503226,0.228401317417451,0.232345700689201,0.0755615379911247,0.0367731191571732,0.0789054637795711,0.29983441704033,1.43619902227723,1.20574185389414,2.0205299185227,2.76735640298227,3.44126145433503,3.40011276543867,5.3829633719019,1.45254079595627,2.41801087692596,-1.54529192454468,-0.938629391280084,2.06949499908995,2.96970202926037,2.38755226402383,3.30234544615702,-0.995019660379771,-0.43933167750616,0.949404110481565,1.09355473757768,0.349569628243718,0.658879046259636
"1207",0.844644833121827,1.72577622750304,3.19097935496204,3.69146528996256,1.5552044671227,-0.947475662681546,2.1631722609921,2.75238887134758,-0.553569494266221,0.99032050291579,0.524406727007986,0.280392244017559,0.206148914246011,0.240919263399783,0.522650528193946,0.248716838610379,0.142269301807342,0.225846276309048,0.225719445258523,0.370408678135715,0.0407493454463225,0.0834262512260426,0.295076034847412,1.39421363139624,1.32172435558086,2.12982809942522,2.71877759869846,3.66318111122561,2.66707025470242,4.71586032522269,1.06771946344636,2.04268947079904,-1.22632349422394,-0.668627831139157,1.76286747990547,2.6543766244849,2.34370366130465,3.2323388934337,-0.931589586546786,0.399673279166805,0.910451785840998,1.07018921999058,0.360891274604942,0.687922179411029
"1208",0.355935936832696,1.99369872681986,2.79981577716515,3.06487327614221,2.16730874005578,-0.931163071753891,2.02669747870243,2.71856935706057,0.135271119084291,1.0444598216488,0.430691753858954,0.249058848273599,0.211192971152994,0.189763115444818,0.506477853673599,0.25779385487608,0.144356912438325,0.158607270190525,0.222326756401717,0.295920156440934,0.0338776318864318,0.0913497886930002,-0.132219405783559,0.84409127944895,1.57976050335999,2.40763695027973,2.42788007089331,3.17175148343699,2.07217668294196,4.05756986934247,1.66203278449866,2.6725846956129,-1.21410262013301,-0.648223523374775,1.73849538299879,2.36267677806174,2.31593945433956,3.19119713397532,-0.425762119879691,0.621177276308883,0.97805966315139,1.1108599801462,0.251646168020673,0.609737339697234
"1209",0.603704062433978,1.61961407924624,3.38306136314202,3.42997225972868,2.02035884867,-0.952309660664117,2.41879963040988,2.93316196449009,-0.710773390426003,0.986429089571774,0.262799490317695,0.280698367630502,0.2334227643948,0.232124221850903,0.490052968929734,0.258035780085843,0.150135224531119,0.233744074586076,0.247104245440111,0.176755445473632,0.0349758726611283,0.0961924318102956,0.0535352618781939,1.15387286298976,1.16210546103243,2.07712269746005,2.92809788831425,3.83802483796979,2.4694684406264,4.39047607883095,1.51460871970175,2.52610897763825,-1.24657470074511,-0.658044620583124,2.00143428087889,2.92319948147475,2.48671061601989,3.45976691236459,-0.919981505905802,-0.186379563570739,0.917876379155962,1.05498179998759,0.0742623239695152,0.451336656665874
"1210",0.301145136403997,1.61472736748776,3.25039201019436,3.52612462014775,1.76372911500137,-1.06514748361919,2.36488027201375,2.72077667008842,-0.50235284110584,1.00414634729838,0.548992906571574,0.268950985364902,0.219683656809449,0.224662305125297,0.476811463861867,0.250100744636656,0.140397350248072,0.220912827094034,0.212269021780201,0.209298966413084,0.0387994472762782,0.0763043735947944,-0.22599879491121,0.828289067719205,1.18414740014123,2.04530733483428,2.81005389214878,3.69073012823995,2.59157415097849,4.46067508931701,1.27353165551352,2.25392657448921,-1.34032629010541,-0.789968677132971,1.96921707021817,2.84004175341637,2.33497803354777,3.17031919878487,-0.800908689119514,-0.00375485381326123,0.92809943063687,1.08019326395988,0.399436334325777,0.698549478817371
