"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64"
"461",2.55905163288982,2.47760613504399,2.00473359103902,-0.983577538385617,2.39113631634622,1.50044948478283,3.1344065235954,0.871216920475976,-0.584155142836126,0.862239941584468,-2.55080345590679,0.735791547337444,1.07175676259731,1.59433919559818,0.988754005452165,0.471665861666186,0.379582121697774,0.204125894938961,0.586891155953051,0.551473484746977,0.279828543373666,0.194033905919369,0.609030372326659,0.267544543997134,0.75787578072359,0.870569459249866,0.273629073245878,0.309212213789694,0.0448064861796444,0.073922877935141,0.0182542087515156,0.0415006712591387,1.81507067436218,3.30303259141746,2.07751938096363,2.87769288912435,0.854426925371036,3.15504025670699,-2.06446556848969,0.0973104917184583,1.84267237133383,2.9396002613586,1.12014302918087,1.88075594038479,1.94070699383515,4.32810605335566,0.346829614241593,1.39560422671036,-2.06959167305436,0.901281387382111,-0.84407619854527,2.56855608171421,-3.08711643946871,-2.01449047234487,0.129735608309643,1.34184748636525,0.987437808507652,1.16327585218665,1.4558389090174,1.74601561675274,0.952975756299195,1.02453225460514,0.390324545998274,0.553007177334098
"462",2.83015447326331,2.43677149898611,1.28845967840116,-0.836442574210894,1.83218648559511,1.47400547421545,3.85815428338944,1.27980639664808,-1.02214681644525,-0.817380495933378,-1.8218771516651,0.394034585534891,1.09114752108281,1.42405647555966,0.986843105525116,0.468300918782032,0.368747225586782,0.18966375529671,0.579865218769394,0.48824385896461,0.214994353884168,0.203270772466776,0.545605591870413,0.235722779173868,0.687224976899161,0.738253394091573,0.187195346696439,0.268502474985166,0.041619186275855,0.0679058108142444,0.0219811086594475,0.0440326899861382,2.10740991111321,3.5528990354134,2.06503053860456,2.80851245936766,0.151923849613143,2.42499550718917,-1.79340053778153,0.120515389359742,1.41079755198214,2.25357541920808,1.07559476018057,1.87241618825033,2.78876732332343,4.92754124345545,0.817789749467296,1.74182304382886,-2.36910777116761,0.324814138277105,-2.26435714835286,0.629596156486104,-2.18878003119012,-1.45497427214008,-0.132230265436034,0.920299436505817,1.01254852920456,1.17584775289781,1.29699145301025,1.5635699378563,0.943760132552599,1.02992607849763,0.381996846409201,0.554604991154863
"463",2.69006857312966,2.68359391633929,2.19342427455478,-1.06688188334163,2.31688595923158,1.55783426414972,2.17445540815525,0.951602148797199,1.77547121918777,1.33047485720634,-2.33210021218606,1.44441790655854,1.07140457422642,1.49193764570529,0.991912829691118,0.48540481678878,0.357089196557002,0.2098001699966,0.583003455686115,0.43952527005539,0.210748497918174,0.16394506432327,0.805002892933327,0.259238147588041,1.07046864758489,1.0332481319752,0.256238785741964,0.44761064412411,0.0315225221491142,0.0796559124359753,0.0182413919195279,0.0366062040754798,1.99017374787794,3.38996339838138,2.27238558314595,3.09480224953262,1.05073750140999,3.33611104769956,-1.9283514126502,-0.205412354033066,1.90381890331196,2.7299530151512,1.23650193807611,1.87916659022333,0.596649738005925,3.75226107830457,0.443495379524638,1.45970891806976,-0.322647330078608,3.87358976845414,-0.694691481465046,3.35564119587772,-2.83432823224031,-1.82987219213181,0.567101044075285,2.32173476904179,1.01136811317121,1.1350048975481,1.34370338196832,1.65652477216518,0.956159701528843,1.02766595785339,0.413656656800839,0.55715297677672
"464",3.09221525374953,2.73147362111889,1.1618241788044,-1.3891650931713,2.24824736100213,1.23150720976282,3.40627813591451,1.12549535548783,-0.368374933281828,-0.215086800026136,-2.08878756142224,0.55162124155077,1.10145332247625,1.515976824963,0.993254004476123,0.391913664395751,0.41750438632947,0.202033022455567,0.618034794743751,0.564784553006836,0.242890182824071,0.213085808360966,1.31482253164111,0.439102728103252,1.5085287441168,1.70253921051712,0.329552116985231,0.627678433717648,0.038269099750007,0.0793964389438822,0.0177380777322954,0.0473300346236685,2.27390665654377,3.91052385095529,2.33548889710598,3.12745834513181,-0.0495240188933501,2.37317237650216,-2.4961428170647,-0.282187369277902,1.77218260266695,2.72431211933731,0.813859025375332,1.64915539415032,0.829225973897939,5.98333029793109,0.264854008405453,1.9861367025702,-3.32509127175075,2.58834140518709,-3.55206365263969,3.12189005258742,-2.73470971071329,-1.44286541213119,-0.67862848853582,1.78187097163736,1.02894283804327,1.17907368294735,1.36808052579691,1.6798614485695,0.958487372120824,1.02802063683142,0.299146796533361,0.484680532258141
"465",3.02173045594487,2.85167221555266,1.67757051085756,-1.2169973270622,2.04469405671079,1.44968882154636,2.33582649662778,0.698225129032123,0.511036400038376,1.16301721736078,-2.39157252869414,1.08239721426096,1.12430593274494,1.48584380828624,1.02137901470527,0.400796670764956,0.35995111263309,0.195666192315801,0.558037498098081,0.486113986433773,0.244449315601684,0.18666282739279,0.659577439265669,0.232650148728404,0.835313142674262,0.861972094796158,0.247513813674523,0.340957772463294,0.0399248653888284,0.082122125623913,0.0201169859477006,0.0513999903750585,2.31622627518402,3.72723463670573,2.46816647861369,3.23517795249164,0.583817014585321,2.7713240071298,-2.16978074047239,-0.264213913652002,1.56557339813149,2.52381471529009,1.08382967985649,1.81554796323623,1.04305471566707,3.6285982775885,0.24223083752445,1.1542194205398,-1.12617735960318,2.14825015967993,-0.526448088439691,2.85248252316125,-2.8766996034962,-1.90644545389207,0.414119980232904,1.75067444828902,1.04871433250909,1.20534619507025,1.33329622515328,1.65584495101134,0.981949722247778,1.06080830716276,0.300052689629842,0.501540651900071
"466",3.21116483445508,2.9630298130382,1.42664651765765,-1.70940454925765,2.26694177973821,1.38036937848506,3.01661595584931,0.647478480777573,-0.778652533119911,0.551632951831136,-2.41250953074289,0.63351795615883,1.14126476985784,1.43288021867953,0.986629496277557,0.382396745779296,0.40405979219436,0.192592619100291,0.597830468066671,0.512972809073597,0.220080111118752,0.194546191359268,0.714520163330123,0.259071188300677,0.921588690166229,0.953325667393242,0.243899635092687,0.368774150749386,0.0420266893770223,0.068506538931849,0.0187932308172873,0.0412466770724282,2.41920764175414,4.00312202715603,2.58554827960163,3.34051134647477,0.254898800246973,2.59839423506832,-2.7148312550419,-0.703977843473402,1.83558476194545,2.69829879753096,0.999058843420892,1.76167991354922,1.61615643572227,4.41707547597635,0.139698951708246,1.1552580098469,-2.58496636584572,1.0276612996059,-1.31688535625962,2.42015125992189,-2.89055281552456,-1.93446624596123,-0.0892793793099659,1.35631529162763,1.06179487791539,1.2266825749582,1.30470664814473,1.57364548115291,0.949794763875674,1.02346422867944,0.301553258717337,0.463240232841255
"467",3.08006997270818,2.51799610287327,0.720559189272916,-1.27475660938343,2.09382866503017,1.192415747094,2.33752205962057,0.851903064490839,0.576730640939874,1.02230314614129,-2.29035116207471,0.916659735632509,1.1074921248931,1.46689578268129,0.994401418290625,0.45269136845338,0.315083917714894,0.174179422243677,0.454576026408523,0.47973109509417,0.237348955440492,0.167902871919186,0.539724271471403,0.235430763102146,0.67173632892139,0.769291225096854,0.226047919180625,0.272463257382393,0.0365667773188326,0.0612000313339425,0.0176236374734081,0.0390144153865297,2.46250549398699,3.69763445142937,2.17660443527566,2.85938777047088,-0.170409822487788,1.61152820103362,-2.21502955576801,-0.334483662998859,1.62862471236681,2.55903261769354,0.863326118132399,1.52150537605561,1.27966248753662,3.39538163170452,0.390458768810632,1.31334736017105,-0.739872563746051,1.8933338456258,-0.485507655048545,2.53011394733112,-2.73340508366874,-1.84729724048069,0.382631751163019,1.450687720102,1.03809108977144,1.18153292980319,1.35171713122644,1.59188870773265,0.959859088842745,1.0289437477385,0.376223114295782,0.529159622610978
"468",2.74558156707767,2.61896244313951,2.0484787363819,-1.04706039212283,2.34314476341464,1.44354079666712,1.4166162026989,0.495923087190427,2.14860857851538,2.44305901957121,-2.61584477122292,1.53358206481204,1.05984612507158,1.46608424589934,0.999591028369325,0.387396185902514,0.389535853787818,0.187337818180129,0.594341793179342,0.525344636771282,0.277389537666068,0.223360566421257,0.550421558170602,0.248643522697458,0.833164834238556,0.788982235181997,0.238258379436017,0.323620276807336,0.0465172244985466,0.0901210668592168,0.0197997620953197,0.0603415533854926,1.98209129365354,3.50907184050179,2.25178031950646,2.98614456677257,0.883568821750387,3.21338865101341,-2.07673588019454,-0.0173849040511187,1.79946126958914,2.88682825724013,1.00575408648146,1.88132750685278,0.337789948684522,2.49544245671328,0.0085817827034102,0.983264391677445,0.515605503407811,3.78161165362295,0.896653838614493,3.98946420052792,-3.08283119491751,-2.14885834752832,0.89928632226966,2.16787780735442,0.972483921801557,1.15505643193395,1.29967301712765,1.65380290869202,0.960783494662499,1.03839856207615,0.269126741266949,0.50566563053808
"469",2.31450123462626,2.55565409570986,2.55924188811727,-0.846354960941643,2.47817133590238,1.59263251561461,3.05340399965196,1.13353035016104,5.09434076233343,0.303088608646871,-2.33761095713514,0.851177549987068,1.16319451978193,1.49588105090228,0.974380309136776,0.406504670985902,0.408350249851501,0.226984304809656,0.555571412376301,0.612108799820716,0.323108842528855,0.220561838888321,0.715296996936338,0.287766075255777,30.7350600501622,0.944321296550377,0.246263709623873,0.363177375550244,0.0520825778838218,0.0760800347844124,0.0186220605344843,0.0429694873108747,1.51413474491732,3.1148677243352,2.11076485828293,3.00054333313679,1.47032191985972,3.64816185637483,-2.04608820859025,0.353378286706961,1.84487800454582,3.11146466725893,1.1603313113935,2.02493371983572,1.65142188565674,4.45538611364718,0.569508842659719,1.69755185766236,-55.1463769359845,65.3350584606513,-1.54778113259187,2.15395834988561,-2.82028782799793,-1.85493408627235,0.13934989390859,1.56300520606555,1.06546380397964,1.26988968165507,1.3539556077476,1.65268351904907,0.937881070489187,1.01087954778437,0.322284475856588,0.490724866115217
"470",3.0442274754065,2.72628992747366,1.5667956997989,-1.16581924611476,2.2425980154457,1.36752921444255,3.54233270228485,1.06973938212527,-0.215480979758345,-0.272726681400153,-2.18091522346854,0.645050902137652,1.13739772218278,1.51489319737603,0.986962372788245,0.400103999142528,0.370950941154798,0.18754722519519,0.590904565419611,0.511981609879519,0.228314765862803,0.209200190695883,0.562977315239505,0.24030000158664,0.738778170092015,0.757864045880109,0.21936568831889,0.302125493861126,0.0453696482065945,0.0722019882643536,0.0180799084610429,0.041754057772423,2.31716363074309,3.7712913200699,2.35869736609109,3.09388248885623,0.40862275157646,2.72496864802133,-2.16930320147862,-0.162335290750901,1.79510107435461,2.6900949565368,0.957496840678624,1.77756158820648,2.43889716441542,4.64576824015428,0.59875137901546,1.54072738523509,-1.66348619313869,1.232524233622,-1.75814021132517,1.21268684852486,-2.61087197257356,-1.75095847436351,0.0528849341698455,1.23721687010546,1.05186053019295,1.22989078997885,1.37978614688587,1.66322977269752,0.951525752204601,1.02239899337189,0.318266045908579,0.481941952376477
