"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68"
"1241",2.57621046769521,2.64511516278328,1.80245241703911,-0.879187971763746,2.0416295788185,1.53337495807936,2.41159618368786,0.960464641831231,0.0932217212322255,0.956985732746425,-2.20548836212068,0.944080296506009,1.06664390302817,1.44624943966278,0.702283679954943,0.9997569933842,0.51390497742004,0.268765516308603,0.102253709294432,0.299773918193597,0.397898690734706,0.156539892458374,0.151101219175518,0.571349850221787,0.19677102829368,0.701982507787898,0.71936853449478,0.161445934485462,0.282699918714493,0.0314822107027902,0.063214945301577,0.0648866582661946,0.0120679453908606,0.0397094176052006,2.04943005573035,3.10299087966007,2.44469789256619,2.84553243300037,1.21489553737966,2.39000929669856,-1.65906940560377,-0.0993065379237211,1.73481138960009,2.34844776803692,1.23721656849535,1.82953334766338,1.29175047725315,3.53144189012256,0.574793426375618,1.34613585728684,-1.28266399403205,1.46910743649651,-0.452976594863343,2.36694806035619,-2.52192239371219,-1.88905433052918,0.389988455825603,1.49817213718642,1.00668965974591,1.13016877133151,1.32750713544291,1.57561295595374,0.551718451968549,0.808518655642047,0.976103820418113,1.02341016635029,0.436074518913847,0.591735435926233
"1242",2.61560421353046,2.55704608447879,1.76729650343621,-1.05207680909349,2.08214554711821,1.52587553409158,2.64472918887096,1.02769994128654,-0.282273056483231,0.830037527546534,-2.42366780203631,0.988703891173811,1.09276279239141,1.4410241828791,0.741246213896531,1.00322231122595,0.484676392051583,0.298529027666134,0.105555024763456,0.33397058863684,0.429739746579215,0.162878966068462,0.166327868101578,0.633911038035773,0.200990472157664,0.795606440550982,0.801050374521629,0.180644179753684,0.325601219770047,0.0318708499345646,0.064945372100075,0.0545475270479767,0.0120308026574349,0.0421338286789717,2.03048731930483,3.20072110775608,2.35015823594241,2.76393393301516,1.112714149708,2.42187885716441,-1.89436671238875,-0.209786905798226,1.76290277362403,2.4013883206124,1.19987291261249,1.85187815557067,1.40226355432085,3.88719482342107,0.633758615857519,1.42164126671556,-1.84166167996316,1.27711556699669,-0.740021206515858,2.40009626160893,-2.77773039435353,-2.06960520971909,0.350525500424519,1.6268822819231,1.03204781920666,1.15704960391566,1.31919151267932,1.57410859278866,0.614392541767756,0.830743885924624,0.979641938017375,1.02680268443452,0.402094087840799,0.567258696262368
"1243",2.97473297059407,2.64081920609368,1.23053374074088,-1.41236072017594,2.11786586360483,1.30161573611455,3.20105185071996,1.22064253754309,-0.55878287253138,0.132018604968866,-2.20862286499473,0.747549171938967,1.1143999816752,1.48240742359769,0.54212718131215,1.00764830890347,0.516690669107929,0.244143165289673,0.0933724881207607,0.279523861012739,0.364849683816023,0.145163465385469,0.131567602807009,0.589159740991123,0.196690781597631,0.719717661472148,0.733876585655566,0.16637041860309,0.289744882850967,0.032210046118002,0.069164713781316,0.0883847243841418,0.0123277570534575,0.0410781211661156,2.49621236662632,3.45325357456183,2.45780912937699,2.82382928281037,0.682666973155908,1.77840050832585,-2.12746610045534,-0.697255339896531,1.83334547144931,2.40238625576035,1.04374323461281,1.55948823761629,2.04629875837736,4.35580494306256,0.835128605611729,1.60615646947444,-1.96942948901679,0.85186374395403,-1.30637950291604,1.57041671285377,-2.53470888545679,-1.88253684453267,0.179649201551072,1.31544914232686,1.0530232274097,1.17935415557031,1.35285834037217,1.62436206656567,0.34681908784508,0.692374943810564,0.98348590507869,1.03181071272824,0.436177551622343,0.597203786593516
"1244",1.86365224074988,2.39708227228867,2.43143381174451,-0.0851303368378716,1.71208720409757,1.8605335523888,1.02552623410563,0.51102440099012,1.61510702441202,2.90480843511793,-2.57339022577304,1.81197174299762,1.06116561707056,1.46030601483696,0.772678063020974,0.995753570363347,0.55860731380293,0.313954492970291,0.1216242404363,0.333611123932903,0.471029719221093,0.182672938724508,0.17962636337285,0.529708744394518,0.183548277838143,0.669641280827157,0.688463409953689,0.168378532288323,0.276557799243657,0.0311768901768417,0.0641582046775103,0.045945949223384,0.0125238674395987,0.0425169197363658,1.24830143452811,2.47900304697165,2.15869876103352,2.63546578354382,1.77755600883602,3.085311614653,-1.00834858651121,0.838087912835471,1.35404824419753,2.0701261639976,1.50846588017802,2.21260122459959,-0.0127029049076259,2.06375537311889,0.151269776427359,0.87077902555288,0.302610113990789,2.92760393483324,1.5554201516087,4.25419671862716,-2.90341214905815,-2.24336830248792,1.26991845648005,2.35402502951518,1.00178502146194,1.12406598494499,1.33981811465348,1.5916292171647,0.665968397838314,0.848400349674365,0.971206790181734,1.02030035054496,0.475274151119653,0.641940476486207
"1245",2.15202376286824,2.52217682616612,2.33015481807549,-0.318715333708707,1.87887565575951,1.77873648700504,1.7052597733725,1.03489824441816,0.557705470593849,1.67814573652792,-2.34516524359944,1.46863723834768,1.0945301524258,1.38145966083117,0.776235597803033,1.01475536337144,0.493341901244002,0.290698299626848,0.106995687351723,0.323899145827461,0.43167942163912,0.168046604830451,0.164497234691419,0.536196347594553,0.177028524916609,0.651211532586046,0.684585996762943,0.14782184769328,0.270278073878419,0.032183074852992,0.0558752442628263,0.0444426632088978,0.0124816763726083,0.0370974160378595,1.58225509559961,2.72179243013686,2.31246527895674,2.7318883733755,1.69531249225367,2.96499714389731,-1.16480700012138,0.527376332703967,1.54950431029183,2.2082470012272,1.45632190700986,2.10115106700022,0.654314932087171,2.75620461465782,0.687922335581611,1.38187415325472,-0.718669133274801,1.8340800744625,0.336357182872555,3.01993429018329,-2.63489606507827,-2.05543442212061,0.938892213545979,1.99838226314938,1.03323455224017,1.15946205241768,1.27617264080403,1.49543308913237,0.673251848025039,0.849677162913801,0.990291277681131,1.03921944906176,0.420630965809797,0.566052836678207
"1246",2.53114392004921,2.67434080223428,1.78058130132157,-1.17325533536819,2.13581321467391,1.37872382718496,1.8543603504727,1.0125882371095,0.336275893352902,1.40057890355333,-2.3097280522781,1.28903058290789,1.06975418937025,1.45067888298122,0.718844788238138,0.987589294023933,0.490017117499378,0.261813880447132,0.0953194903061966,0.288537575384347,0.386575724399919,0.148010400059616,0.139329555662479,0.567522362852434,0.189758790368782,0.692973065298992,0.72202376406244,0.175439669204769,0.292472604204497,0.030539382120291,0.0632446831254122,0.0545437682461516,0.0122705426971031,0.0451838264818712,2.01798871437284,3.04429912572559,2.48751460123414,2.86116700323443,1.21504765356825,2.34611494907489,-1.93094375519203,-0.415566915544349,1.84571283055706,2.42591359879075,1.1056378980865,1.65180975628342,0.742016519281929,2.96670418166347,0.64066100798669,1.38451546623232,-1.02195131463312,1.69450310133893,-0.0145876740090576,2.81574548111571,-2.65358980391944,-1.96586630063675,0.715784278667081,1.86227688714871,1.01154082747592,1.13131768346983,1.33186775508763,1.58008872389074,0.594135314238584,0.809806759858243,0.963539030337611,1.01163955771025,0.40145681759491,0.578577417403846
"1247",2.6124444339477,2.65306206699565,1.78892187731126,-1.13980544947901,2.09920854108225,1.4961930405489,2.50779395905564,1.03187929945942,-0.242424587257071,1.04816891869039,-2.28510559714207,1.02655345894151,1.09167167886542,1.4754436058889,0.68954239260433,0.999356326148487,0.528274402540085,0.272993190465749,0.102816821689197,0.300091656120825,0.411073180799874,0.157747949671657,0.15329692090184,0.578086896809838,0.193259638986223,0.710291381439519,0.738306870251879,0.170782095275321,0.291457167931051,0.0322610017605677,0.0653368593789185,0.0626533729014106,0.0120421260835207,0.039787293108254,2.07737778063483,3.14751108726057,2.45154109648482,2.85458303750647,1.20074223131445,2.37710152330808,-1.94550888384676,-0.334102015111259,1.7900225597258,2.4083945224387,1.19573107558129,1.7966550055165,1.37474364130836,3.64084427680293,0.653090407046426,1.41066819187242,-1.63459569487853,1.14974652036439,-0.398912547003288,2.49525038438408,-2.6198385038817,-1.95037269040244,0.455297409796649,1.59780950808637,1.03023650750277,1.15677035880389,1.35278346138694,1.60922564201557,0.546212890307161,0.793642845823962,0.975753759024787,1.02295889327219,0.450291308047908,0.606257497032263
"1248",2.29143041435211,2.59925785804835,2.17301898784256,-0.870891680787421,2.03760856702147,1.55842979250106,1.65965657139909,0.864140947728075,0.491954619981032,1.53467212292439,-2.22888375537597,1.27092219222303,1.13293032337414,1.35641751861402,0.866475430863304,0.994180104954939,0.450785728406593,0.290980387621355,0.105682215300827,0.321132602244743,0.425423058526805,0.161562025152081,0.163214166420565,0.534558370898285,0.175197598664029,0.653009325451551,0.672189560560783,0.152089482453734,0.272145776085461,0.0318577397126451,0.057729989876351,0.0286655024790082,0.0120461013632143,0.0392880662636343,1.72110885461426,2.86175197408997,2.39212071605873,2.80639500003797,1.54359908744287,2.80243888824226,-1.70472087549996,-0.0370624860748837,1.72094699772339,2.35427013631955,1.23853002631675,1.87832955868536,0.611922164438448,2.70739097835972,0.520753654346578,1.20752824110957,-0.787943657904007,1.77185289786607,0.217180584225254,2.85216366162352,-2.52697914098529,-1.93078836976665,0.737516471095531,1.80432791335054,1.07217868678843,1.1971242605701,1.24785765333243,1.47442176588781,0.798086765641494,0.912823664287402,0.970569746283039,1.01779046362684,0.373781118529869,0.527790338283316
"1249",2.72404446458405,2.62448283666016,1.49411738136333,-1.13849965295218,1.88292551896754,1.43469600235057,0.837319750136113,0.63556065630855,1.38072432038354,2.74689231701423,-2.34539648357789,1.65075753397038,1.04759022182029,1.32806952426455,0.812966305632977,1.02104979970127,0.475747833689667,0.269290822361233,0.0922260051629395,0.305183993931469,0.383196498731073,0.141606309186388,0.141928585208332,0.487951889605248,0.163786193086775,0.614571464124633,0.627268063844384,0.150565766891843,0.256902940109475,0.0303883921131088,0.0601570805735463,0.0426816258625109,0.0114788815312516,0.0442654115908974,2.19623445275603,3.25185447641206,2.4437198665408,2.80524580677952,0.89595675325765,2.09227800946901,-1.88956479046508,-0.387434515439278,1.60537715296222,2.16047388497286,1.15651597534224,1.7128760293589,-0.119065953490173,1.7937054537624,0.314539717858471,0.956581594758629,0.176164250699255,2.58528439006782,1.51744691187924,3.97633772214923,-2.6405053866859,-2.05028758046987,1.14722777135581,2.15428729658495,0.989690526962609,1.10887721257833,1.21524414327927,1.4513698099551,0.710901949366844,0.881493308088078,0.998551191900015,1.04354840750252,0.388987626971508,0.562508040407826
"1250",2.43667187250534,2.57275996671768,1.9073022762746,-0.871734802395916,1.99513862309386,1.48253385009893,1.05257770539224,0.785373879401911,1.39847960500439,2.39053795328329,-2.33874003956691,1.58023181981994,1.11337780810254,1.28632798867008,0.782629882602208,0.992060785485796,0.51008439014853,0.287157531614734,0.104811012464995,0.317135487916914,0.414832812777377,0.161197806173053,0.156263735194946,0.469775148406179,0.154402603739893,0.595728468053931,0.590701452435026,0.129242234593789,0.243198788049967,0.0332524669579766,0.0511293034943458,0.0455493701762845,0.013368577357368,0.0370377374402503,1.87384311054046,2.99950063447022,2.36733038228629,2.77818955114907,1.28571671995745,2.52888783259175,-1.68480711543957,-0.0586624893522576,1.67919092299467,2.31108632319304,1.17625692911684,1.78881077108103,0.131818414516125,1.97333699626835,0.48274477607172,1.0880029827321,0.230851807618685,2.56610740239009,1.23276310651064,3.54831280005594,-2.59205481937074,-2.08542525976308,1.103562195242,2.05690144439787,1.05007388901776,1.18049801689169,1.18991876845063,1.39054844608468,0.676007357006081,0.857154634850266,0.965858373865355,1.01826319710624,0.43749042476564,0.582678355531421
