"time","delta","opening","opponent_exp","eval_depth","white_elo","black_elo","poi_is_white","termination","index_after_merge"
477,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1307,1238,1,"won by checkmate",607
532,0,"1. e4 c5 2. g3 d6 3. Bg2 Nc6 ",2,20,1275,1298,0,"won by resignation",200
378,2,"1. e4 c5 2. c3 Nf6 3. d3 e5 ",1,16,1365,1308,0,"won by resignation",158
398,0,"1. e4 c5 2. b3 Nf6 3. Bb2 Nxe4 ",1,20,1338,1301,0,"won by resignation",132
506,0,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",2,20,1308,1246,1,"won by resignation",431
550,0,"1. e4 c5 2. Nf3 d6 3. Nc3 Nc6 ",1,20,1324,1300,0,"won by resignation",321
384,1,"1. e4 d5 2. exd5 Nf6 3. c4 Bg4 ",46,20,1292,1308,1,"won by resignation",463
416,2,"1. e4 g6 2. d4 d6 3. Nf3 Bg4 ",24,20,1284,1279,1,"won by resignation",679
259,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",7,20,1227,1275,0,"won by resignation",263
432,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",5,20,1268,1305,1,"won by resignation",603
396,0,"1. e4 e5 2. Nf3 Nc6 3. c3 d5 ",1,20,1277,1287,1,"won by resignation",576
465,0,"1. e4 d6 2. b3 Nf6 3. f3 e5 ",1,20,1285,1274,1,"won by resignation",501
538,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",7,20,1311,1294,0,"won by resignation",278
552,2,"1. d4 d5 2. e3 c5 3. c3 Bf5 ",2,20,1222,1301,0,"won by resignation",84
484,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",3,20,1376,1295,0,"won by resignation",395
369,0,"1. e4 e6 2. d4 d5 3. e5 c5 ",12,20,1304,1320,1,"won by resignation",655
438,0,"1. d4 d5 2. c4 e5 3. e3 exd4 ",5,18,1361,1297,0,"won by resignation",72
319,1,"1. e4 c5 2. Nf3 e6 3. d4 cxd4 ",66,20,1306,1331,1,"won by resignation",338
306,2,"1. e4 c5 2. Nf3 e6 3. d4 cxd4 ",53,20,1298,1313,1,"won by resignation",337
518,2,"1. Nf3 d5 2. d4 Nc6 3. c4 e6 ",1,20,1246,1305,0,"won by resignation",705
345,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",46,20,1313,1315,1,"won by resignation",280
315,2,"1. c4 e5 2. Nc3 Nf6 3. Nf3 d6 ",7,20,1361,1322,0,"game abandoned",10
508,0,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",1,20,1331,1340,1,"won by resignation",635
514,1,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",2,20,1364,1340,0,"won by checkmate",52
511,2,"1. d4 d5 2. e3 Nc6 3. f4 Nf6 ",22,20,1375,1349,0,"won by resignation",90
540,2,"1. e4 e5 2. Nf3 Nc6 3. c3 f5 ",2,20,1340,1335,1,"won by resignation",596
467,1,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",12,20,1327,1348,0,"won by checkmate",31
364,2,"1. e4 d6 2. d4 Nf6 3. Bd3 c5 ",3,20,1341,1377,1,"won by resignation",507
341,1,"1. e4 e5 2. Nf3 Bc5 3. Nxe5 Nf6 ",2,20,1333,1332,1,"won by checkmate",517
470,0,"1. d4 d5 2. e3 c5 3. c3 Nc6 ",3,18,1376,1326,0,"won by resignation",85
316,0,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",2,20,1335,1318,0,"won by resignation",238
275,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1326,1319,1,"won by checkmate",555
477,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1333,1252,1,"won by resignation",556
485,2,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",60,20,1341,1338,1,"won by resignation",434
427,2,"1. e4 c5 2. d3 Nc6 3. c3 Nf6 ",3,20,1350,1349,0,"won by resignation",165
135,2,"1. e4 c5 2. Nf3 e6 3. Bc4 d5 ",5,20,1316,1262,0,"won by resignation",329
139,2,"1. e4 e5 2. Nf3 d6 3. Bc4 Be7 ",54,20,1271,1307,1,"won by resignation",522
458,1,"1. b3 d5 2. Bb2 Nc6 3. e3 Bf5 ",2,20,1307,1356,0,"won by checkmate",5
250,2,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",1,20,1357,1364,0,"won by resignation",240
323,0,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 ",173,20,1372,1348,1,"won by resignation",485
266,0,"1. b3 d5 2. Ba3 g6 3. Nf3 Bg7 ",1,20,1316,1363,0,"won by resignation",2
418,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",12,20,1355,1352,1,"won by resignation",561
428,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",114,20,1346,1323,1,"won by resignation",389
162,0,"1. e4 c6 2. e5 d5 3. d4 Bf5 ",2,20,1338,1338,0,"won by resignation",456
469,2,"1. e4 e6 2. d4 d5 3. e5 c5 ",17,18,1331,1369,1,"won by resignation",656
288,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",5,20,1192,1336,0,"won by resignation",259
379,0,"1. e4 Nc6 2. c3 e5 3. Bb5 d6 ",1,20,1343,1276,1,"won by resignation",687
487,2,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",39,20,1346,1469,1,"draw",435
349,1,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",45,20,1338,1356,1,"won by resignation",637
421,1,"1. e4 c5 2. Nf3 e6 3. d3 Nc6 ",1,20,1346,1330,0,"won by checkmate",335
444,0,"1. d4 d5 2. Nf3 c5 3. c3 Bg4 ",1,20,1303,1321,0,"won by resignation",103
788,1,"1. e4 c5 2. d3 Nc6 3. c3 Nf6 ",1,20,1404,1453,0,"won by checkmate",166
426,1,"1. e4 d6 2. d4 c6 3. Nf3 g6 ",17,20,1484,1463,1,"won by checkmate",505
144,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1508,1444,1,"won by resignation",573
114,1,"1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 ",3,20,1357,1314,0,"won by checkmate",227
527,0,"1. e4 c5 2. Nf3 g6 3. c4 Bg7 ",1,20,1322,1314,1,"won by resignation",343
397,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",26,20,1319,1314,0,"won by checkmate",281
163,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",71,20,1305,1274,1,"won by resignation",375
62,0,"1. d4 d5 2. c3 c5 3. Nf3 Nc6 ",4,20,1249,1296,0,"won by resignation",44
507,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",4,20,1244,1303,0,"won by resignation",266
179,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",8,20,1310,1251,1,"won by resignation",550
210,2,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",3,20,1302,1306,1,"won by resignation",587
190,0,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",11,20,1298,1294,0,"won by resignation",30
799,1,"1. e4 c5 2. Bc4 Nc6 3. Nf3 e6 ",10,20,1318,1303,0,"won by checkmate",145
257,1,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",114,20,1312,1330,1,"won by checkmate",494
487,1,"1. e4 c5 2. d4 cxd4 3. c3 dxc3 ",62,20,1303,1320,0,"won by checkmate",172
144,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",21,20,1326,1226,1,"won by resignation",384
409,0,"1. e4 c6 2. d4 d5 3. e5 c5 ",13,20,1332,1251,1,"won by resignation",445
324,1,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",1,20,1250,1338,0,"won by checkmate",48
385,0,"1. d4 d5 2. Nf3 Nc6 3. Bf4 Nf6 ",4,20,1360,1330,0,"won by resignation",107
371,2,"1. e4 c5 2. Nf3 d6 3. d4 b6 ",1,20,1337,1288,1,"won by resignation",258
154,2,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",8,20,1440,1331,0,"won by resignation",245
136,0,"1. e4 c6 2. d4 d5 3. e5 c5 ",13,20,1279,1265,1,"won by resignation",443
421,1,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 ",26,20,1338,1297,1,"won by checkmate",632
372,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",1,20,1339,1346,0,"won by checkmate",239
498,0,"1. e4 c6 2. d4 d5 3. e5 c5 ",43,20,1353,1291,1,"won by resignation",448
148,0,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",122,20,1363,1411,1,"won by resignation",496
201,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",10,20,1370,1298,1,"won by resignation",392
115,2,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",3,20,1331,1377,0,"won by resignation",50
294,2,"1. e4 d5 2. exd5 Nf6 3. c4 e6 ",40,20,1368,1342,1,"won by resignation",466
498,1,"1. e4 c5 2. Bc4 Nc6 3. Nf3 Nf6 ",1,20,1387,1377,0,"won by resignation",147
377,0,"1. d4 d5 2. Bf4 c5 3. Nf3 Nc6 ",11,20,1380,1369,0,"won by resignation",40
470,1,"1. c4 e5 2. Nc3 Nf6 3. g3 Bb4 ",1,20,1320,1360,0,"won by checkmate",9
148,2,"1. e4 e6 2. d4 b6 3. c4 Bb7 ",5,20,1369,1386,1,"game abandoned",646
598,1,"1. e4 c5 2. Nf3 d6 3. Nc3 Nf6 ",2,20,1397,1378,0,"won by resignation",325
470,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",44,16,1370,1393,1,"won by resignation",394
516,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",13,20,1399,1371,0,"draw",65
415,1,"1. e4 b6 2. d4 Bb7 3. Bd3 e6 ",17,20,1379,1354,1,"won by checkmate",122
441,2,"1. e4 e6 2. d4 d5 3. e5 Nc6 ",1,20,1371,1389,1,"won by resignation",664
218,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",4,20,1379,1352,1,"won by resignation",567
591,2,"1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 ",1,20,1440,1380,0,"draw",355
539,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",16,20,1327,1371,0,"won by resignation",283
143,1,"1. d4 d5 2. Nf3 c5 3. dxc5 Nc6 ",1,20,1345,1379,0,"won by checkmate",104
291,1,"1. e4 c5 2. Nf3 d6 3. Nc3 Nc6 ",1,20,1347,1386,0,"won by resignation",322
342,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",8,20,1393,1331,1,"won by resignation",403
305,2,"1. e4 c5 2. Nc3 Nc6 3. Bb5 e6 ",2,20,1323,1391,0,"draw",215
28,0,"1. e4 Nf6 2. e5 d6 3. exf6 exf6 ",4,20,1398,1334,1,"won by resignation",690
279,2,"1. e4 c5 2. d3 Nc6 3. Be2 g6 ",4,20,1405,1406,0,"won by resignation",164
449,1,"1. e4 c5 2. Nf3 e6 3. d4 cxd4 ",58,20,1415,1439,1,"won by checkmate",341
449,2,"1. e4 e5 2. Nf3 Nc6 3. c3 h6 ",5,20,1409,1506,1,"won by resignation",600
478,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",89,20,1400,1390,1,"won by resignation",404
349,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",23,20,1407,1371,1,"won by resignation",407
490,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",238,20,1481,1417,0,"won by resignation",313
261,2,"1. e4 c5 2. Nc3 Nc6 3. g3 e6 ",8,20,1424,1425,0,"won by resignation",220
477,0,"1. e4 c5 2. c3 Nf6 3. e5 Nd5 ",8,20,1405,1416,0,"won by resignation",160
483,0,"1. e4 c6 2. d4 d5 3. e5 c5 ",43,20,1423,1384,1,"won by resignation",453
523,2,"1. e4 c5 2. Nf3 d5 3. e5 d4 ",1,20,1395,1431,0,"won by resignation",224
416,0,"1. e4 c5 2. Nc3 e6 3. Nf3 Nc6 ",2,20,1438,1423,0,"won by resignation",209
33,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",74,20,1418,1431,0,"won by resignation",305
609,1,"1. e4 b6 2. Bc4 Bb7 3. Nc3 e6 ",7,20,1439,1440,1,"won by checkmate",121
629,0,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",30,20,1446,1389,1,"won by resignation",442
135,2,"1. e4 e6 2. d4 d6 3. e5 Bd7 ",15,20,1287,1264,1,"won by resignation",665
67,1,"1. e4 e6 2. d4 d6 3. Nf3 Bd7 ",4,20,1280,1331,1,"won by checkmate",667
96,1,"1. e3 d5 2. g3 e5 3. b3 Be6 ",2,20,1316,1289,0,"won by checkmate",114
119,0,"1. g3 c5 2. Bg2 Nc6 3. e3 Nf6 ",7,20,1308,1281,0,"won by resignation",699
79,1,"1. e4 c5 2. Bc4 Nc6 3. Qf3 e6 ",9,20,1290,1289,0,"won by checkmate",148
119,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",3,20,1282,1340,1,"won by resignation",547
62,2,"1. e4 c5 2. Nf3 e6 3. d4 Nc6 ",10,20,1273,1246,1,"won by resignation",342
66,1,"1. e4 c5 2. Nc3 Nc6 3. Bb5 e6 ",1,20,1251,1281,0,"won by checkmate",214
32,1,"1. e4 c5 2. d3 d6 3. h3 Nc6 ",1,20,1264,1272,0,"won by checkmate",163
126,1,"1. e4 e5 2. Nf3 Qf6 3. Bc4 Bc5 ",16,20,1266,1381,1,"won by resignation",643
143,1,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",1,20,1273,1211,1,"won by resignation",586
90,1,"1. e4 c5 2. d3 Nc6 3. f3 Nf6 ",2,20,1290,1282,0,"won by checkmate",167
66,1,"1. e4 e5 2. Nf3 d6 3. Bc4 h6 ",10,20,1290,1265,1,"won by checkmate",534
112,1,"1. e4 c6 2. Nf3 d5 3. e5 e6 ",1,20,1282,1313,1,"won by checkmate",458
123,1,"1. e4 g6 2. d4 a6 3. Nf3 e6 ",85,20,1274,1298,1,"won by resignation",672
139,2,"1. d4 d5 2. Be3 Nf6 3. Nc3 e6 ",25,20,1248,1265,0,"won by resignation",21
105,1,"1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 ",301,20,1274,1284,1,"won by checkmate",470
504,2,"1. e4 c5 2. Bc4 Nc6 3. Qf3 e6 ",3,20,1413,1437,0,"won by resignation",149
320,0,"1. e4 c5 2. Nc3 d6 3. Nf3 Nc6 ",9,20,1429,1429,0,"won by resignation",204
679,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",2,20,1396,1428,0,"draw",299
439,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",51,20,1419,1388,1,"won by resignation",408
393,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1409,1352,1,"won by checkmate",570
500,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",21,20,1454,1418,0,"won by resignation",309
353,2,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",1,20,1409,1377,1,"won by resignation",593
379,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",13,20,1382,1417,0,"won by resignation",296
456,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",3,20,1425,1416,1,"won by resignation",624
408,0,"1. e4 g6 2. d4 Bg7 3. Nf3 d6 ",1,20,1432,1358,1,"won by resignation",676
427,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1441,1450,1,"won by checkmate",571
569,0,"1. d4 d5 2. Bf4 c5 3. Nf3 Bg4 ",1,20,1485,1434,0,"won by resignation",39
529,2,"1. c4 Nf6 2. Nc3 g6 3. Nf3 Bg7 ",35,20,1394,1441,0,"won by resignation",18
461,2,"1. c4 Nf6 2. g3 g6 3. Nf3 Bg7 ",1,20,1412,1448,0,"won by resignation",17
323,0,"1. e4 d6 2. d4 Nf6 3. Nc3 g6 ",2,20,1457,1476,1,"won by resignation",511
216,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",42,20,1467,1546,1,"won by resignation",312
389,0,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",4,20,1362,1456,0,"won by resignation",51
418,0,"1. e4 c5 2. f4 Nc6 3. Nf3 g6 ",17,20,1435,1447,0,"won by resignation",198
428,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",5,20,1504,1440,0,"won by resignation",69
334,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",22,20,1432,1450,1,"won by resignation",412
313,2,"1. e4 e6 2. d4 d5 3. e5 c5 ",52,20,1423,1398,1,"won by resignation",663
607,0,"1. e4 b6 2. d4 Bb7 3. Nc3 e6 ",17,20,1415,1413,1,"won by resignation",123
54,2,"1. e4 c5 2. Nf3 ",1,20,1423,1424,1,"game abandoned",222
198,0,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",11,20,1470,1416,0,"won by resignation",246
589,0,"1. e4 b6 2. d4 Bb7 3. Nc3 e6 ",87,20,1424,1410,1,"won by resignation",124
257,1,"1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 ",13,20,1410,1432,0,"won by checkmate",228
574,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",31,20,1439,1389,1,"won by resignation",413
335,0,"1. e4 c5 2. Nf3 d6 3. Nc3 Nc6 ",6,18,1410,1430,0,"won by resignation",323
166,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",2,20,1434,1422,0,"won by checkmate",244
514,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1430,1406,1,"won by resignation",626
610,2,"1. e4 c5 2. Bc4 Nf6 3. e5 d5 ",1,20,1383,1429,0,"draw",150
476,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",2,20,1402,1428,0,"draw",301
30,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",69,20,1420,1440,1,"won by resignation",409
236,2,"1. e4 g6 2. Nf3 Bg7 3. Bc4 d6 ",2,20,1410,1317,1,"won by resignation",683
417,0,"1. e4 c5 2. d4 cxd4 3. c3 dxc3 ",8,20,1459,1403,0,"won by resignation",179
197,0,"1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 ",35,20,1410,1342,1,"won by resignation",476
535,2,"1. e4 d6 2. Nf3 Nf6 3. e5 dxe5 ",13,20,1417,1358,1,"won by resignation",512
306,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",26,20,1427,1478,1,"game abandoned",410
748,0,"1. e4 e5 2. Nf3 Nc6 3. c3 d5 ",5,20,1435,1438,1,"won by resignation",582
474,0,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",3,20,1415,1426,0,"won by resignation",36
655,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",22,20,1455,1419,0,"won by resignation",310
405,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",22,20,1428,1441,1,"won by resignation",306
371,0,"1. d4 d5 2. e3 Nf6 3. Nf3 Bf5 ",7,20,1464,1421,0,"won by resignation",93
546,2,"1. c4 g6 2. Nc3 Bg7 3. d4 Nf6 ",6,20,1492,1431,0,"won by resignation",11
263,0,"1. e4 d5 2. exd5 Nf6 3. Nf3 Bg4 ",9,20,1438,1400,1,"won by resignation",471
437,0,"1. d4 d5 2. Nf3 Nf6 3. c4 e6 ",1,20,1430,1430,0,"won by resignation",109
141,2,"1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 ",9,20,1513,1440,0,"won by resignation",229
554,2,"1. e4 c5 2. Nc3 e6 3. f4 Nc6 ",1,20,1474,1449,0,"won by resignation",208
358,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Qf6 ",2,20,1456,1408,1,"won by checkmate",630
475,2,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 ",127,20,1448,1482,1,"won by resignation",486
316,0,"1. Nf3 d5 2. g3 Nf6 3. Bg2 g6 ",1,20,1533,1442,0,"won by resignation",708
25,0,"1. e4 d6 2. Nf3 Nf6 3. e5 dxe5 ",5,20,1450,1439,1,"won by resignation",513
411,2,"1. e4 c5 2. Nf3 e6 3. Be2 Nc6 ",1,20,1441,1395,1,"won by resignation",331
610,0,"1. e4 e5 2. Nf3 d6 3. Bc4 Be6 ",97,20,1450,1475,1,"won by resignation",521
593,0,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",23,20,1382,1440,0,"won by resignation",63
572,0,"1. e4 c5 2. Bc4 Nc6 3. Nc3 e6 ",13,20,1411,1431,0,"won by resignation",142
430,1,"1. e4 g6 2. d4 Bg7 3. c4 c6 ",9,20,1438,1365,1,"won by checkmate",673
361,0,"1. d4 d5 2. Bf4 c5 3. c3 Bf5 ",1,20,1464,1430,0,"won by resignation",22
154,0,"1. e4 c5 2. Nf3 d6 3. g3 Nc6 ",5,20,1395,1421,0,"won by resignation",317
375,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",54,20,1440,1413,0,"won by resignation",308
3,2,"1. e4 c5 ",1,20,1405,1422,1,"won by resignation",130
346,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1395,1332,1,"won by resignation",622
291,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",85,20,1403,1396,1,"won by checkmate",406
493,1,"1. e3 e5 2. Nc3 Bb4 3. Bc4 Bxc3 ",1,20,1410,1351,1,"won by checkmate",118
391,1,"1. b4 d5 2. Bb2 Bf5 3. e3 Nd7 ",1,20,1360,1417,0,"won by checkmate",8
601,1,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",1,20,1409,1413,1,"won by checkmate",594
463,1,"1. d4 d5 2. e3 e5 3. c3 Bf5 ",1,20,1458,1402,0,"won by checkmate",88
446,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1394,1431,1,"won by resignation",621
423,2,"1. d4 d5 2. Bf4 c5 3. e3 Bf5 ",1,20,1423,1386,0,"won by resignation",26
408,1,"1. d4 d5 2. c4 e5 3. Nc3 exd4 ",1,20,1373,1377,0,"won by checkmate",78
407,0,"1. e4 c5 2. Nc3 e6 3. d4 cxd4 ",1,20,1406,1370,0,"won by resignation",206
503,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",6,20,1379,1387,1,"won by resignation",397
470,2,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",43,20,1371,1388,1,"won by resignation",440
133,2,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Nf6 ",4,20,1274,1265,1,"draw",477
413,1,"1. e4 c5 2. Nf3 d6 3. Nc3 Nf6 ",3,20,1400,1364,0,"won by resignation",326
194,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",31,20,1373,1381,1,"won by resignation",295
93,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",29,20,1404,1382,0,"won by resignation",302
440,0,"1. e4 c5 2. Nf3 Nc6 3. Nc3 e6 ",2,20,1365,1373,0,"won by resignation",419
518,1,"1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 ",3,20,1381,1351,1,"won by resignation",475
45,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",4,20,1344,1388,0,"won by resignation",61
474,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",10,20,1310,1394,0,"won by resignation",277
103,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",7,20,1392,1386,0,"won by resignation",297
94,0,"1. e4 g6 2. d4 Bg7 3. e5 b6 ",36,20,1283,1288,1,"won by resignation",674
73,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",6,20,1272,1275,0,"won by checkmate",235
191,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1378,1374,1,"won by resignation",618
51,2,"1. e4 c5 2. Nf3 d6 3. Nc3 g6 ",2,20,1385,1312,1,"won by resignation",319
544,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",130,20,1376,1346,1,"won by resignation",396
307,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1369,1445,1,"won by resignation",565
596,1,"1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 ",64,20,1376,1329,1,"won by resignation",474
283,1,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",1,20,1322,1383,0,"won by checkmate",58
587,2,"1. e4 d5 2. exd5 Nf6 3. d6 Qxd6 ",2,20,1382,1323,1,"draw",469
432,2,"1. d4 d5 2. Bf4 c5 3. c4 cxd4 ",2,20,1316,1389,0,"won by resignation",24
464,1,"1. e4 d5 2. exd5 Nf6 3. c4 e6 ",75,20,1395,1310,1,"won by resignation",467
465,0,"1. d4 d5 2. c4 e5 3. c5 e4 ",1,20,1320,1385,0,"won by resignation",46
333,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1392,1313,1,"won by checkmate",620
395,2,"1. d4 d5 2. g3 Nf6 3. Bg2 Bf5 ",1,20,1323,1382,0,"won by resignation",98
302,2,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",6,20,1389,1390,0,"won by resignation",243
545,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",61,20,1367,1398,0,"won by resignation",292
410,2,"1. e4 e5 2. Nf3 Nc6 3. c3 d5 ",3,20,1390,1403,1,"won by resignation",580
372,2,"1. e4 g6 2. Nf3 Bg7 3. d4 b6 ",1,20,1383,1423,1,"won by resignation",686
340,2,"1. d4 d5 2. e4 dxe4 3. Be3 Nf6 ",141,20,1424,1392,0,"won by resignation",94
294,0,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 ",17,20,1399,1323,1,"won by resignation",488
237,0,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",4,20,1376,1390,0,"won by resignation",53
418,0,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",76,20,1399,1427,1,"won by resignation",441
427,0,"1. e4 c5 2. Nc3 Nc6 3. f4 e6 ",10,20,1399,1391,0,"won by resignation",219
210,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",17,20,1382,1355,1,"won by resignation",398
541,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",3,20,1325,1389,0,"won by resignation",59
496,2,"1. e4 c5 2. Bc4 Nc6 3. Nf3 e6 ",6,20,1350,1396,0,"won by resignation",146
562,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",2,20,1386,1326,1,"won by resignation",619
354,1,"1. e4 e5 2. Nf3 Qf6 3. Nc3 c6 ",37,20,1394,1387,1,"won by checkmate",645
329,2,"1. e4 e6 2. d4 c6 3. Nf3 d5 ",17,20,1384,1328,1,"won by resignation",649
401,1,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",2,20,1385,1392,0,"won by checkmate",64
542,0,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",1,20,1394,1384,0,"won by resignation",35
400,2,"1. e4 c5 2. c3 Nc6 3. d4 cxd4 ",13,20,1406,1393,0,"won by resignation",156
401,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",3,20,1385,1419,1,"won by checkmate",568
399,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",2,20,1378,1393,0,"won by checkmate",241
451,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",34,20,1401,1395,1,"won by checkmate",405
129,2,"1. e4 c6 2. d4 d5 3. e5 c5 ",24,20,1394,1431,1,"won by resignation",452
