"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
"1321",1.99595856912672,2.43941764542524,2.31626522056777,2.05775193035486,2.5236071509852,0.633414295785003,-0.736332474865449,-3.10966295060711,0.971776614849745,1.25721662766368,0.80434293767557,0.976776290536028,0.379312767329202,0.45175645979709,0.148612966416394,0.469962300788962,0.17375377205047,0.363821318307758,0.134884485350212,0.498195678542757,0.286060178734253,0.0763422446935,0.102572788778696,0.113420370937913,0.0464354791822377,0.0725061764572821,1.11051590792442,2.88140123032901,2.1481362312491,2.73069905960137,1.39513911102141,3.23739133011414,1.71719453713594,2.39830932357378,1.810517367102,3.23669693486841,0.369040704498587,0.89778788707142,-1.71279600480925,0.240131055078355,-3.67034090092624,-2.54898500028797,0.833096447833095,1.13354197059069,1.07142478024888,1.47522595893935,0.447120823808452,0.940283727587359,0.885762751338842,1.06778982973321,0.237200661472929,0.521424873185474
"1322",2.21599562030123,2.51521525109055,1.6475190288361,1.83769654701676,1.67528299242034,0.863273136398012,1.0363696541556,-1.97199971786233,1.10281944367208,1.6092641826513,0.715202667945816,0.977667095393352,0.584340210604611,0.480536256466519,0.131177024000119,0.528337153718287,0.218761149174216,0.411675236775707,0.179898342356892,0.578315645377816,0.238573129463555,0.0846134397466296,0.122542369671928,0.139519609604468,0.0430577679516633,0.0748892874070884,1.27414455762685,3.1578466829756,2.25810828405032,2.77232221813079,0.611978207548254,2.68305985012394,1.40892469463529,2.26646839939822,0.868399528339952,2.48216645650072,0.510672385378503,1.21587388741752,-0.0971290107849245,2.16986831909611,-2.43960305161089,-1.50439638411376,0.94884455761848,1.28178078861915,1.3861454230811,1.86829690914244,0.325641761907563,0.897178339399829,0.893273870208092,1.06206032057861,0.437557207286718,0.731123213922504
"1323",2.65568379080097,2.6873264792095,1.93528963063145,2.33426552755399,2.14327703598534,0.774775189881163,0.348720066766951,-2.43153146564279,1.18450145919023,1.45290459341714,0.660948673294908,1.00054651161299,0.467555254161529,0.570542168422691,0.151484263173684,0.572622473590382,0.221240991402617,0.487390575712058,0.188485911799878,0.653820026537898,0.292121733773725,0.093288786612235,0.128268121810494,0.210557998314176,0.046843638576578,0.0762372974851139,1.53742114069249,3.77394644090944,2.39041732338908,2.98423563502992,0.8129495823943,3.0576296788686,1.90063318440486,2.76789787070312,1.1879915075897,3.09856256438097,0.405342802753402,1.14420757700892,-0.932767185247328,1.63020731878123,-3.00409006383929,-1.85897286744629,1.01506900278872,1.38221510357343,1.22204810456313,1.72737206472512,0.0615834050941394,0.909966790960416,0.908732980002898,1.09236004322308,0.318130151090706,0.616980357232352
"1324",2.70714752979791,2.53615139327591,1.39112233765873,1.89992030212316,1.462204853239,0.838967373326912,0.602673521020771,-2.25836652148864,1.18142384093791,1.38522364138517,0.840155663299168,0.996255242634369,0.456130469747634,0.717426582632461,0.155536833590322,0.710855637649674,0.18133490837562,0.406574359889199,0.145655506680167,0.578617923539472,0.258318704669922,0.0854860379731102,0.114153143220891,0.126765493903392,0.0454295518416227,0.074096498022035,1.30099142783829,4.11330363175754,2.23129919943888,2.84100358711294,-0.00215471213462926,2.78439938745209,1.54450388170695,2.25533672253938,0.665319107856167,2.25909059862183,0.553482580233785,1.12445216642004,-0.531417609116595,1.73676465115814,-2.76467118264169,-1.7520618603356,1.02521026433163,1.36144002893536,1.17861785103073,1.62804638922983,0.360096720700283,0.968430984912151,0.907213321024788,1.08529716424395,0.310901333624445,0.601359605870823
"1325",1.74718000621677,2.28083509549327,2.30034941377912,1.87755701110887,1.91662518202878,1.00680624478086,-0.0479395079524366,-2.34039156132397,1.03887327020806,1.27240033668194,0.910642020308852,0.92206662364531,0.396746258739199,0.438702551800368,0.146099861705106,0.477428014786328,0.18350090499085,0.343382974594888,0.146645963965198,0.472962551792831,0.227511734554486,0.0838045949179675,0.0998807008572387,0.0618482196666568,0.04885551240395,0.0687776515539817,0.887323004688052,2.6070370077455,1.99447936655127,2.56719082443528,1.36459050479792,3.23610832276033,1.5178952373268,2.23721878489093,1.24359455182279,2.58965581223476,0.719380155409071,1.29423233415265,-0.974946109466386,0.879067093561513,-2.78631456105076,-1.89446856159718,0.886943502915124,1.21682798059355,1.09095051020468,1.48402938689178,0.675750730370756,0.977644383864771,0.826309819333568,1.01782342795705,0.261942061693395,0.531550455785003
"1326",2.2984055853859,2.70419008875735,2.045656665413,1.95731294919865,1.49258813151504,0.905246052319128,0.714435775227322,-2.018094755415,1.04697071364566,1.36311712485573,0.873974532681589,1.03428132665507,0.584277376074895,0.399967213069188,0.118248763666575,0.438716723660559,0.171131066239998,0.382824922957855,0.146419174809179,0.521837790141222,0.231618884737086,0.0728641662251811,0.102351305996811,0.0696530497127195,0.0375477139190743,0.0680324772307964,1.51446984777029,3.08234132300151,2.47242251197087,2.93595766554384,1.18577188703831,2.9055414437877,1.62189605936826,2.29272983902905,0.742251282517645,2.24292498051244,0.618264469693137,1.19222763494512,-0.308366293449473,1.73723784390412,-2.47206776949969,-1.56412174133032,0.91346913772859,1.19998326156628,1.17657196799475,1.57923896422735,0.647861596880459,0.958549370558105,0.96068780737368,1.10787484593645,0.450933720702534,0.717621031447256
"1327",3.65219746409329,2.71658662839112,0.883824164885267,2.33453159354719,2.39568984066132,0.978995821602308,-0.369854248533731,-2.7406596643859,1.06038280417409,1.39614671402933,0.545633873137478,1.00824874093503,0.336515042391475,0.738183357312606,0.163684673458014,0.744135632190558,0.20934928325822,0.40829650963968,0.155670714515351,0.567430054097644,0.286507631210886,0.092179122226013,0.115190234192039,0.273315132669439,0.0448724834986689,0.0753421552093985,2.20535808376058,5.09903684442599,2.39576466841342,3.03740858836883,-0.574681674208227,2.34233000397876,1.92420699836108,2.74485618873331,1.59542868176755,3.19595099955509,0.673881221152219,1.2841104220524,-1.48201715456511,0.742308657497652,-3.30221462155924,-2.17910470721256,0.894265199248851,1.25735821133661,1.18768339276382,1.64119971616249,-0.149521352690565,0.879812436640358,0.920298673277643,1.09619880859243,0.188844418181054,0.484185666601896
"1328",2.70376392904777,2.6155597557997,1.45798981618076,1.88224210255178,2.3665337898686,0.898546120691134,-0.505657742572246,-2.6015912386557,1.0955041851887,1.41839429841593,0.800532126090753,0.977079833746448,0.355699011215944,0.442264931337745,0.178769670911921,0.473402686328078,0.24470599222432,0.38490508328742,0.154802716080961,0.536499221396886,0.26419823750699,0.0922539750546227,0.113478841288293,0.0989759762589883,0.0572407324154129,0.0734848097001193,1.83692466362579,3.57060319446975,2.26517120081234,2.96594831078706,0.53012055097773,2.38585908138379,1.40261835779211,2.36186584731144,1.61211982662525,3.12094775311194,0.595132797172449,1.20195944420982,-1.55719621651014,0.545880731365652,-3.1194197841694,-2.083762693142,0.928820567866212,1.29210039192287,1.21253762242169,1.65919996920241,0.507936689570031,0.927506005295816,0.864887998212238,1.08927166928066,0.21166878420371,0.499729238228178
"1329",2.85384037724407,2.71070283086478,1.7043553739663,2.25159850803388,1.83208804419255,0.931822161476953,0.930100004787517,-1.9878156717543,1.07380323373731,1.60773147708764,0.526680750162821,1.03634645752213,0.605479430057713,0.502596016439469,0.133097216916864,0.51655620107664,0.193895711858911,0.455985014135774,0.160159656068389,0.631773856126947,0.27420506857543,0.0760106601656875,0.125086389886859,0.189231797845174,0.0403218953629891,0.0744901060150188,1.86875218502272,3.83892856946543,2.44983228570773,2.97157337602184,0.691905219856083,2.71680552807651,1.87156291279041,2.63163410327734,0.938357416486438,2.72581867189867,0.617909235582911,1.24573508737099,-0.308176753221299,2.16837676279633,-2.52525760616214,-1.45037373734646,0.934695412988577,1.23361404021225,1.38034050918295,1.87258179066874,0.0721427473459164,0.800072175619995,0.957315542610676,1.11537737243359,0.459478822268276,0.751480037847149
"1330",2.40199722486607,2.49270934549112,1.97803483364624,2.30370752887333,2.26599718099513,1.04663571013845,0.46770465983959,-2.50331052648953,0.981335031097623,1.52398687250764,0.549251620430912,0.908904615680893,0.530403232199483,0.568443051228126,0.112405277338402,0.578180675326337,0.181100987566966,0.466959916460535,0.194341840374819,0.635970081604622,0.289467117814231,0.0754287417963431,0.144457200276035,0.235214234866922,0.0393183441215888,0.080044774349215,1.28784884445895,3.5161456052732,2.27239500190785,2.71302368907439,0.844800710006623,3.11126895728586,1.94874959324207,2.65866546450458,1.35075574473248,3.18123861725778,0.6657257030038,1.42754571727309,-0.778796700105469,1.71420601978465,-3.07066607740542,-1.93595497557364,0.844092147120846,1.14089255129808,1.26559629720466,1.83513178152103,-0.0428465387763335,0.855814938660728,0.831840661202579,0.985968570159207,0.373515474475022,0.687290989923945
